ch_id	lat	lon	depth
794	40.82174221	14.14595866	0
795	40.82173557	14.14590135	0
796	40.82173912	14.14584462	0
797	40.82174924	14.14578817	0
798	40.82175936	14.14573171	0
799	40.82176948	14.14567525	0
800	40.82177961	14.14561880	0
801	40.82178973	14.14556234	0
802	40.82179985	14.14550600	0
803	40.82181675	14.14545290	0
804	40.82183773	14.14540199	0
805	40.82185879	14.14535097	0
806	40.82187985	14.14530006	0
807	40.82190082	14.14524904	0
808	40.82192188	14.14519813	0
809	40.82194286	14.14514711	0
810	40.82196392	14.14509620	0
811	40.82198489	14.14504530	0
812	40.82200595	14.14499428	0
813	40.82202702	14.14494337	0
814	40.82204826	14.14489258	0
815	40.82206977	14.14484191	0
816	40.82209120	14.14479135	0
817	40.82211271	14.14474068	0
818	40.82213423	14.14469012	0
819	40.82215565	14.14463945	0
820	40.82217717	14.14458889	0
821	40.82219868	14.14453822	0
822	40.82222020	14.14448754	0
823	40.82224162	14.14443699	0
824	40.82226314	14.14438631	0
825	40.82228465	14.14433576	0
826	40.82230608	14.14428508	0
827	40.82232759	14.14423453	0
828	40.82234911	14.14418385	0
829	40.82237053	14.14413330	0
830	40.82239205	14.14408262	0
831	40.82241356	14.14403195	0
832	40.82243499	14.14398139	0
833	40.82245650	14.14393072	0
834	40.82247802	14.14388016	0
835	40.82249944	14.14382949	0
836	40.82252096	14.14377893	0
837	40.82254211	14.14372802	0
838	40.82256245	14.14367665	0
839	40.82258278	14.14362516	0
840	40.82260312	14.14357379	0
841	40.82262355	14.14352230	0
842	40.82264389	14.14347093	0
843	40.82266422	14.14341944	0
844	40.82268456	14.14336807	0
845	40.82270490	14.14331658	0
846	40.82272524	14.14326520	0
847	40.82274566	14.14321371	0
848	40.82276600	14.14316234	0
849	40.82278634	14.14311085	0
850	40.82280668	14.14305948	0
851	40.82282701	14.14300799	0
852	40.82284735	14.14295662	0
853	40.82286778	14.14290512	0
854	40.82288811	14.14285375	0
855	40.82290845	14.14280238	0
856	40.82292879	14.14275089	0
857	40.82294777	14.14269859	0
858	40.82296458	14.14264501	0
859	40.82298138	14.14259143	0
860	40.82299828	14.14253785	0
861	40.82301509	14.14248427	0
862	40.82303190	14.14243069	0
863	40.82304879	14.14237710	0
864	40.82306560	14.14232352	0
865	40.82308241	14.14226994	0
866	40.82309922	14.14221636	0
867	40.82311331	14.14216140	0
868	40.82312650	14.14210608	0
869	40.82313978	14.14205077	0
870	40.82315298	14.14199546	0
871	40.82316617	14.14194015	0
872	40.82317945	14.14188483	0
873	40.82319264	14.14182952	0
874	40.82320375	14.14177352	0
875	40.82321035	14.14171628	0
876	40.82321695	14.14165892	0
877	40.82322355	14.14160156	0
878	40.82323015	14.14154419	0
879	40.82323675	14.14148695	0
880	40.82324335	14.14142959	0
881	40.82324653	14.14137192	0
882	40.82324502	14.14131406	0
883	40.82324350	14.14125610	0
884	40.82324199	14.14119813	0
885	40.82324048	14.14114016	0
886	40.82323897	14.14108219	0
887	40.82323736	14.14102422	0
888	40.82323585	14.14096625	0
889	40.82323335	14.14090842	0
890	40.82323066	14.14085046	0
891	40.82322798	14.14079263	0
892	40.82322530	14.14073479	0
893	40.82322262	14.14067684	0
894	40.82321993	14.14061900	0
895	40.82321725	14.14056117	0
896	40.82321457	14.14050321	0
897	40.82321188	14.14044538	0
898	40.82320920	14.14038742	0
899	40.82320643	14.14032959	0
900	40.82320374	14.14027176	0
901	40.82320106	14.14021380	0
902	40.82319838	14.14015597	0
903	40.82319569	14.14009813	0
904	40.82319274	14.14004018	0
905	40.82318942	14.13998235	0
906	40.82318602	14.13992453	0
907	40.82318271	14.13986682	0
908	40.82317930	14.13980899	0
917	40.82317599	14.13975117	0
