channel_id	cluster_id	classification
1869	-1	noise
1870	-1	noise
1871	-1	noise
1872	-1	noise
1873	-1	noise
1874	-1	noise
1875	-1	noise
1876	-1	noise
1877	-1	noise
1878	-1	noise
1879	-1	noise
1880	-1	noise
1881	-1	noise
1882	-1	noise
1883	-1	noise
1884	-1	noise
1885	-1	noise
1886	-1	noise
1887	-1	noise
1888	-1	noise
1889	-1	noise
1890	-1	noise
1891	-1	noise
1892	-1	noise
1893	-1	noise
1894	-1	noise
1895	-1	noise
1896	-1	noise
1897	-1	noise
1898	-1	noise
1899	10	cluster
1900	10	cluster
1901	10	cluster
1902	10	cluster
1903	10	cluster
1904	10	cluster
1905	10	cluster
1906	10	cluster
1907	10	cluster
1908	10	cluster
1909	10	cluster
1910	10	cluster
1911	10	cluster
1912	10	cluster
1913	10	cluster
1914	10	cluster
1915	10	cluster
1916	10	cluster
1917	10	cluster
1918	10	cluster
1919	10	cluster
1920	10	cluster
1921	10	cluster
1922	10	cluster
1923	10	cluster
1924	10	cluster
1925	10	cluster
1926	10	cluster
1927	10	cluster
1928	10	cluster
1929	10	cluster
1930	10	cluster
1931	10	cluster
1932	10	cluster
1933	10	cluster
1934	10	cluster
1935	10	cluster
1936	10	cluster
1937	10	cluster
1938	10	cluster
1939	10	cluster
1940	10	cluster
1941	10	cluster
1942	10	cluster
1943	10	cluster
1944	10	cluster
1945	10	cluster
1946	10	cluster
1947	10	cluster
1948	10	cluster
1949	10	cluster
1950	10	cluster
1951	10	cluster
1952	10	cluster
1953	10	cluster
1954	10	cluster
1955	10	cluster
1956	10	cluster
1957	10	cluster
1958	10	cluster
1959	10	cluster
1960	10	cluster
1961	10	cluster
1962	10	cluster
1963	10	cluster
1964	10	cluster
1965	10	cluster
1966	10	cluster
1967	10	cluster
1968	10	cluster
1969	10	cluster
1970	10	cluster
1971	10	cluster
1972	10	cluster
1973	10	cluster
1974	10	cluster
1975	10	cluster
1976	10	cluster
1977	10	cluster
1978	10	cluster
1979	10	cluster
1980	10	cluster
1981	10	cluster
1982	10	cluster
1983	10	cluster
1984	10	cluster
1985	10	cluster
1986	10	cluster
1987	10	cluster
1988	10	cluster
1996	10	cluster
1997	10	cluster
1998	10	cluster
1999	10	cluster
2000	10	cluster
2001	-1	noise
2002	-1	noise
2003	-1	noise
2004	-1	noise
2005	-1	noise
2006	-1	noise
2007	-1	noise
2008	-1	noise
2009	-1	noise
2010	-1	noise
2011	-1	noise
2012	-1	noise
2013	-1	noise
2014	-1	noise
2015	-1	noise
2016	-1	noise
2017	-1	noise
2018	-1	noise
2019	-1	noise
2020	-1	noise
2021	-1	noise
2022	-1	noise
2023	-1	noise
2024	-1	noise
2025	-1	noise
2026	-1	noise
2027	-1	noise
2028	-1	noise
2029	-1	noise
2030	-1	noise
2031	-1	noise
2032	-1	noise
2033	-1	noise
2034	-1	noise
2035	-1	noise
2036	-1	noise
2037	-1	noise
2038	-1	noise
2039	-1	noise
2040	-1	noise
2041	-1	noise
2042	-1	noise
2043	-1	noise
2044	-1	noise
2045	-1	noise
2046	-1	noise
2047	-1	noise
2048	-1	noise
2049	-1	noise
2050	-1	noise
2051	-1	noise
2052	-1	noise
2053	-1	noise
2054	-1	noise
2055	-1	noise
2056	-1	noise
2057	-1	noise
2058	-1	noise
2059	-1	noise
2060	-1	noise
2061	-1	noise
2062	11	cluster
2063	11	cluster
2064	11	cluster
2065	11	cluster
2066	11	cluster
2067	11	cluster
2068	11	cluster
2069	11	cluster
2070	11	cluster
2080	11	cluster
2081	11	cluster
2082	11	cluster
2083	11	cluster
2084	11	cluster
2085	11	cluster
2086	11	cluster
2087	11	cluster
2088	11	cluster
2089	11	cluster
2090	11	cluster
2091	11	cluster
2092	11	cluster
2093	11	cluster
2094	11	cluster
2095	11	cluster
2096	11	cluster
2097	11	cluster
2098	11	cluster
2099	11	cluster
2100	11	cluster
2101	11	cluster
2102	11	cluster
2103	11	cluster
2104	11	cluster
2105	11	cluster
2106	11	cluster
2107	11	cluster
2108	11	cluster
2109	11	cluster
2110	11	cluster
2111	11	cluster
2112	11	cluster
2113	11	cluster
2114	11	cluster
2115	11	cluster
2116	11	cluster
2117	11	cluster
2118	11	cluster
2119	11	cluster
2120	11	cluster
2121	11	cluster
2122	11	cluster
2123	11	cluster
2124	11	cluster
2125	11	cluster
2126	-1	noise
2127	-1	noise
2128	-1	noise
2129	-1	noise
2130	-1	noise
2131	-1	noise
2132	12	cluster
2133	12	cluster
2134	12	cluster
2135	12	cluster
2136	12	cluster
2137	12	cluster
2138	12	cluster
2139	12	cluster
2140	12	cluster
2141	12	cluster
2142	12	cluster
2143	12	cluster
2144	12	cluster
2145	12	cluster
2146	12	cluster
2147	12	cluster
2148	12	cluster
2156	12	cluster
2157	12	cluster
2158	12	cluster
2159	12	cluster
2160	12	cluster
2161	12	cluster
2162	12	cluster
2163	12	cluster
2164	12	cluster
2165	12	cluster
2166	12	cluster
2167	12	cluster
2168	12	cluster
2169	12	cluster
2170	12	cluster
2171	12	cluster
2172	12	cluster
2173	12	cluster
2174	12	cluster
2175	12	cluster
2176	12	cluster
2177	12	cluster
2178	12	cluster
2179	12	cluster
2180	12	cluster
2181	12	cluster
2182	12	cluster
2183	12	cluster
2184	12	cluster
2185	12	cluster
2186	12	cluster
2187	12	cluster
2188	12	cluster
2200	12	cluster
2201	12	cluster
2202	12	cluster
2203	12	cluster
2204	12	cluster
2205	12	cluster
2206	12	cluster
2207	12	cluster
2208	12	cluster
2209	12	cluster
2210	12	cluster
2211	12	cluster
2212	12	cluster
2213	12	cluster
2214	12	cluster
2215	12	cluster
2216	12	cluster
2217	12	cluster
2218	12	cluster
2219	12	cluster
2220	12	cluster
2221	12	cluster
2222	12	cluster
2223	12	cluster
2224	12	cluster
2225	12	cluster
2226	12	cluster
2227	12	cluster
2228	12	cluster
2229	12	cluster
2230	12	cluster
2231	12	cluster
2232	12	cluster
2233	12	cluster
2234	12	cluster
2235	12	cluster
2236	12	cluster
2237	12	cluster
2238	12	cluster
2239	12	cluster
2240	12	cluster
2241	12	cluster
2242	12	cluster
2243	12	cluster
2244	12	cluster
2245	12	cluster
2246	12	cluster
2247	12	cluster
2248	12	cluster
2249	12	cluster
2250	12	cluster
2251	12	cluster
2252	12	cluster
2253	12	cluster
2254	12	cluster
2255	12	cluster
2256	12	cluster
2257	12	cluster
2258	12	cluster
2259	12	cluster
2260	12	cluster
2261	12	cluster
2262	12	cluster
2263	12	cluster
2264	12	cluster
2265	12	cluster
2266	12	cluster
2267	12	cluster
2268	12	cluster
2269	12	cluster
2270	12	cluster
2271	12	cluster
2272	12	cluster
2273	12	cluster
2274	12	cluster
2275	12	cluster
2276	12	cluster
2277	12	cluster
2278	12	cluster
2279	12	cluster
2280	12	cluster
2281	12	cluster
2282	12	cluster
2283	12	cluster
2284	12	cluster
2285	12	cluster
2286	12	cluster
2287	12	cluster
2288	12	cluster
2289	12	cluster
2290	12	cluster
2291	12	cluster
2292	12	cluster
2293	12	cluster
2294	12	cluster
2295	12	cluster
2296	12	cluster
2297	12	cluster
2298	12	cluster
2299	12	cluster
2300	12	cluster
2301	12	cluster
2302	12	cluster
2303	12	cluster
2304	12	cluster
2305	12	cluster
2306	12	cluster
2307	12	cluster
2308	12	cluster
2309	12	cluster
2310	12	cluster
2311	12	cluster
2312	12	cluster
2313	12	cluster
2314	12	cluster
2315	12	cluster
2316	12	cluster
2317	12	cluster
2318	12	cluster
2319	12	cluster
2320	12	cluster
2321	12	cluster
2322	12	cluster
2323	12	cluster
2324	12	cluster
2325	12	cluster
2326	12	cluster
2327	12	cluster
2328	12	cluster
2329	12	cluster
2330	12	cluster
2331	12	cluster
2332	12	cluster
2333	12	cluster
2334	12	cluster
2335	12	cluster
2336	12	cluster
2337	12	cluster
2338	12	cluster
2339	12	cluster
2340	12	cluster
2341	12	cluster
2342	12	cluster
2343	12	cluster
2344	12	cluster
2345	12	cluster
2346	12	cluster
2347	12	cluster
2348	12	cluster
2349	12	cluster
2350	12	cluster
2351	12	cluster
2352	12	cluster
2353	12	cluster
2354	12	cluster
2355	12	cluster
2356	12	cluster
2357	12	cluster
2358	12	cluster
2359	12	cluster
2360	12	cluster
2361	12	cluster
2362	12	cluster
2363	12	cluster
2364	12	cluster
2365	12	cluster
2366	12	cluster
2367	12	cluster
2368	12	cluster
2369	12	cluster
2370	-1	noise
2371	-1	noise
2372	-1	noise
2373	-1	noise
2374	-1	noise
2375	-1	noise
2376	-1	noise
2377	-1	noise
2378	-1	noise
2379	-1	noise
2380	-1	noise
2381	-1	noise
2382	-1	noise
2383	-1	noise
2384	-1	noise
2385	-1	noise
2386	-1	noise
2387	-1	noise
2388	-1	noise
2389	-1	noise
2390	-1	noise
2391	-1	noise
2392	-1	noise
2393	-1	noise
2394	-1	noise
2395	-1	noise
2396	-1	noise
2397	-1	noise
2398	-1	noise
2399	-1	noise
2400	-1	noise
2401	-1	noise
2402	-1	noise
2403	-1	noise
2404	-1	noise
2405	-1	noise
2406	-1	noise
2407	-1	noise
2408	-1	noise
2409	-1	noise
2410	-1	noise
2411	-1	noise
2412	-1	noise
2413	-1	noise
2414	-1	noise
2415	-1	noise
2416	-1	noise
2417	-1	noise
2418	-1	noise
2419	-1	noise
2429	-1	noise
2430	-1	noise
2431	-1	noise
2432	-1	noise
2433	-1	noise
2434	-1	noise
2435	-1	noise
2436	-1	noise
2437	-1	noise
2438	-1	noise
2439	-1	noise
2440	-1	noise
2441	-1	noise
2442	-1	noise
2443	-1	noise
2444	-1	noise
2445	-1	noise
2446	-1	noise
2447	-1	noise
2448	-1	noise
2449	-1	noise
2450	-1	noise
2451	-1	noise
2452	-1	noise
2453	-1	noise
2454	-1	noise
2455	-1	noise
2456	-1	noise
2457	-1	noise
2458	13	cluster
2459	13	cluster
2460	13	cluster
2461	13	cluster
2462	13	cluster
2463	13	cluster
2464	13	cluster
2465	13	cluster
2466	13	cluster
2467	13	cluster
2468	13	cluster
2469	13	cluster
2470	13	cluster
2471	13	cluster
2472	13	cluster
2473	13	cluster
2474	13	cluster
2475	13	cluster
2476	13	cluster
2477	13	cluster
2478	13	cluster
2479	13	cluster
2480	13	cluster
2481	13	cluster
2482	13	cluster
2483	13	cluster
2484	13	cluster
2485	13	cluster
2486	13	cluster
2487	13	cluster
2488	13	cluster
2489	13	cluster
2490	13	cluster
2491	13	cluster
2492	13	cluster
2493	13	cluster
2494	13	cluster
2495	13	cluster
2496	13	cluster
2497	13	cluster
2498	13	cluster
2499	13	cluster
2500	13	cluster
2501	13	cluster
2502	13	cluster
2503	13	cluster
2504	13	cluster
2505	13	cluster
2506	13	cluster
2507	13	cluster
2508	13	cluster
2509	13	cluster
2510	13	cluster
2511	13	cluster
2512	13	cluster
2513	13	cluster
2514	13	cluster
2515	13	cluster
2516	13	cluster
2517	13	cluster
2518	13	cluster
2519	13	cluster
2520	13	cluster
2521	13	cluster
2522	13	cluster
2523	13	cluster
2524	13	cluster
2525	13	cluster
2526	13	cluster
2527	13	cluster
2528	13	cluster
2529	13	cluster
2530	13	cluster
2531	13	cluster
2532	13	cluster
2533	13	cluster
2534	13	cluster
2535	13	cluster
2536	13	cluster
2537	13	cluster
2538	13	cluster
2539	13	cluster
2540	13	cluster
2541	13	cluster
2542	13	cluster
2543	13	cluster
2544	13	cluster
2545	13	cluster
2546	13	cluster
2547	13	cluster
2548	13	cluster
2549	13	cluster
2550	13	cluster
2551	13	cluster
2552	13	cluster
2553	-1	noise
2554	-1	noise
2555	-1	noise
2556	-1	noise
2557	-1	noise
2558	-1	noise
2559	-1	noise
2560	-1	noise
2561	-1	noise
2562	-1	noise
2563	-1	noise
2564	-1	noise
2565	-1	noise
2566	-1	noise
2567	-1	noise
2568	-1	noise
2569	-1	noise
2570	-1	noise
2571	-1	noise
2572	-1	noise
2573	-1	noise
2574	-1	noise
2575	-1	noise
2576	-1	noise
2577	-1	noise
2578	-1	noise
2579	-1	noise
2580	-1	noise
2581	-1	noise
2582	-1	noise
2583	-1	noise
2584	-1	noise
2585	-1	noise
2586	-1	noise
2587	-1	noise
2588	-1	noise
2589	-1	noise
2590	-1	noise
2591	-1	noise
2592	-1	noise
2593	-1	noise
2594	-1	noise
2595	-1	noise
2596	-1	noise
2597	-1	noise
2598	-1	noise
2599	-1	noise
2600	-1	noise
2601	-1	noise
2602	-1	noise
2603	-1	noise
2604	-1	noise
2605	14	cluster
2606	14	cluster
2607	14	cluster
2608	14	cluster
2609	14	cluster
2610	14	cluster
2611	14	cluster
2612	14	cluster
2613	14	cluster
2614	14	cluster
2615	14	cluster
2616	14	cluster
2617	14	cluster
2618	14	cluster
2619	14	cluster
2620	14	cluster
2621	14	cluster
2622	14	cluster
2623	14	cluster
2624	14	cluster
2625	14	cluster
2626	14	cluster
2627	14	cluster
2628	14	cluster
2629	14	cluster
2630	14	cluster
2631	14	cluster
2632	14	cluster
2633	14	cluster
2634	14	cluster
2635	14	cluster
2636	14	cluster
2637	14	cluster
2638	14	cluster
2639	14	cluster
2640	14	cluster
2641	14	cluster
2642	14	cluster
2643	14	cluster
2644	14	cluster
2645	14	cluster
2646	14	cluster
2647	14	cluster
2648	14	cluster
2649	14	cluster
2650	14	cluster
2651	14	cluster
2652	14	cluster
2653	14	cluster
2654	14	cluster
2655	14	cluster
2656	14	cluster
2657	14	cluster
2658	14	cluster
2659	14	cluster
2660	14	cluster
2661	14	cluster
2662	14	cluster
2663	14	cluster
2664	14	cluster
2665	14	cluster
2666	14	cluster
2667	14	cluster
2668	-1	noise
2669	-1	noise
2670	-1	noise
2671	-1	noise
2672	-1	noise
2673	-1	noise
2674	-1	noise
2675	-1	noise
2676	-1	noise
2677	-1	noise
2678	15	cluster
2679	15	cluster
2680	15	cluster
2681	15	cluster
2682	15	cluster
2683	15	cluster
2684	15	cluster
2685	15	cluster
2686	15	cluster
2687	15	cluster
2688	15	cluster
2689	15	cluster
2690	15	cluster
2691	15	cluster
2692	15	cluster
2693	15	cluster
2694	15	cluster
2695	15	cluster
2696	15	cluster
2697	15	cluster
2698	15	cluster
2699	15	cluster
2700	15	cluster
2701	15	cluster
2702	15	cluster
2703	15	cluster
2704	15	cluster
2705	15	cluster
2706	15	cluster
2707	15	cluster
2708	15	cluster
2709	15	cluster
2710	15	cluster
2711	15	cluster
2712	15	cluster
2713	15	cluster
2714	15	cluster
2715	15	cluster
2716	15	cluster
2717	15	cluster
2718	15	cluster
2719	15	cluster
2720	15	cluster
2721	15	cluster
2722	15	cluster
2723	15	cluster
2724	15	cluster
2725	15	cluster
2726	15	cluster
2727	15	cluster
2728	15	cluster
2729	15	cluster
2730	15	cluster
2731	15	cluster
2732	15	cluster
2733	15	cluster
2734	15	cluster
2735	15	cluster
2736	15	cluster
2737	15	cluster
2738	15	cluster
2739	15	cluster
2740	15	cluster
2741	15	cluster
2742	15	cluster
2743	15	cluster
2744	15	cluster
2745	15	cluster
2746	15	cluster
2747	15	cluster
2748	15	cluster
2749	15	cluster
2750	15	cluster
2751	15	cluster
2752	15	cluster
2753	15	cluster
2754	15	cluster
2755	15	cluster
2756	15	cluster
2757	15	cluster
2758	15	cluster
2759	15	cluster
2760	15	cluster
2761	15	cluster
2762	15	cluster
2763	-1	noise
2764	-1	noise
2765	-1	noise
2766	-1	noise
2767	-1	noise
2768	-1	noise
2769	-1	noise
2770	-1	noise
2771	-1	noise
2772	-1	noise
2773	-1	noise
2774	-1	noise
2775	-1	noise
2776	-1	noise
2777	-1	noise
2778	-1	noise
2779	-1	noise
2780	-1	noise
2781	-1	noise
2782	-1	noise
2783	-1	noise
2784	-1	noise
2785	-1	noise
2786	-1	noise
2787	-1	noise
2788	-1	noise
2789	-1	noise
2790	-1	noise
2791	-1	noise
2792	-1	noise
2793	-1	noise
2794	-1	noise
2795	-1	noise
2796	-1	noise
2797	-1	noise
2798	-1	noise
2799	-1	noise
2800	-1	noise
2801	-1	noise
2802	-1	noise
2803	-1	noise
2804	-1	noise
2805	-1	noise
2806	-1	noise
2815	-1	noise
2816	-1	noise
2817	-1	noise
2818	-1	noise
2819	-1	noise
2820	-1	noise
2821	-1	noise
2822	-1	noise
2823	-1	noise
2824	-1	noise
2825	-1	noise
2826	-1	noise
2827	-1	noise
2828	-1	noise
2829	-1	noise
2830	-1	noise
2831	-1	noise
2832	-1	noise
2833	-1	noise
2834	-1	noise
2835	-1	noise
2836	-1	noise
2837	-1	noise
2838	-1	noise
2839	-1	noise
2840	-1	noise
2841	-1	noise
2842	-1	noise
2843	-1	noise
2844	-1	noise
2845	-1	noise
2846	-1	noise
2847	-1	noise
2848	-1	noise
2849	-1	noise
2850	-1	noise
2851	-1	noise
2852	-1	noise
2853	-1	noise
2854	-1	noise
2855	-1	noise
2856	-1	noise
2857	-1	noise
2858	-1	noise
2859	-1	noise
2860	-1	noise
2861	-1	noise
2862	-1	noise
2863	-1	noise
2864	-1	noise
2865	-1	noise
2866	-1	noise
2867	-1	noise
2868	-1	noise
2869	-1	noise
2870	-1	noise
2871	-1	noise
2872	-1	noise
2873	-1	noise
2874	-1	noise
2875	-1	noise
2876	-1	noise
2877	-1	noise
2878	-1	noise
2879	-1	noise
2880	-1	noise
2881	-1	noise
2882	-1	noise
2883	-1	noise
2884	-1	noise
2885	-1	noise
2886	-1	noise
2887	-1	noise
2888	-1	noise
2889	-1	noise
2890	-1	noise
2891	-1	noise
2892	-1	noise
2893	-1	noise
2894	-1	noise
2895	-1	noise
2896	-1	noise
2897	-1	noise
2898	-1	noise
2899	-1	noise
2900	-1	noise
2901	-1	noise
2902	-1	noise
2903	-1	noise
2904	-1	noise
2905	-1	noise
2906	-1	noise
2907	-1	noise
2908	-1	noise
2909	-1	noise
2910	-1	noise
2911	-1	noise
2912	-1	noise
2913	-1	noise
2914	-1	noise
2915	-1	noise
2916	-1	noise
2917	-1	noise
2918	-1	noise
2919	-1	noise
2920	-1	noise
2921	-1	noise
2922	-1	noise
2923	-1	noise
2924	-1	noise
2925	-1	noise
2926	-1	noise
2927	-1	noise
2928	-1	noise
2929	-1	noise
2930	-1	noise
2931	-1	noise
2932	-1	noise
2933	-1	noise
2934	-1	noise
2935	-1	noise
2936	-1	noise
2937	-1	noise
2938	-1	noise
2939	-1	noise
2940	-1	noise
2941	-1	noise
2942	-1	noise
2943	-1	noise
2944	-1	noise
2945	-1	noise
2946	-1	noise
2947	-1	noise
2948	-1	noise
2949	-1	noise
2950	-1	noise
2951	-1	noise
2952	-1	noise
2953	-1	noise
2954	-1	noise
2955	-1	noise
2956	-1	noise
2957	-1	noise
2958	-1	noise
2959	-1	noise
2960	-1	noise
2961	-1	noise
2962	-1	noise
2963	-1	noise
2964	-1	noise
2965	-1	noise
2966	-1	noise
2967	-1	noise
2968	-1	noise
2969	-1	noise
2970	-1	noise
2971	-1	noise
2972	-1	noise
2973	-1	noise
2974	-1	noise
2975	-1	noise
2976	-1	noise
2977	-1	noise
2978	-1	noise
2979	-1	noise
2980	-1	noise
2981	-1	noise
2982	-1	noise
2983	-1	noise
2984	-1	noise
2985	-1	noise
2986	-1	noise
2987	-1	noise
2988	-1	noise
2989	-1	noise
2990	-1	noise
2991	-1	noise
2992	-1	noise
2993	-1	noise
2994	-1	noise
2995	-1	noise
2996	16	cluster
2997	16	cluster
2998	16	cluster
2999	16	cluster
3000	16	cluster
3001	16	cluster
3002	16	cluster
3003	16	cluster
3004	16	cluster
3005	16	cluster
3006	16	cluster
3007	16	cluster
3008	16	cluster
3009	16	cluster
3010	16	cluster
3011	16	cluster
3012	16	cluster
3013	16	cluster
3014	16	cluster
3015	16	cluster
3016	16	cluster
3017	16	cluster
3018	16	cluster
3019	16	cluster
3020	16	cluster
3021	16	cluster
3022	16	cluster
3023	16	cluster
3024	16	cluster
3025	16	cluster
3026	16	cluster
3027	16	cluster
3028	16	cluster
3029	16	cluster
3030	16	cluster
3031	16	cluster
3032	16	cluster
3033	16	cluster
3034	16	cluster
3035	16	cluster
3036	16	cluster
3037	16	cluster
3038	16	cluster
3039	16	cluster
3040	16	cluster
3041	16	cluster
3042	16	cluster
3043	16	cluster
3044	16	cluster
3045	16	cluster
3046	16	cluster
3047	16	cluster
3048	16	cluster
3049	16	cluster
3050	16	cluster
3051	16	cluster
3052	16	cluster
3053	16	cluster
3054	16	cluster
3055	16	cluster
3056	16	cluster
3057	16	cluster
3058	16	cluster
3059	16	cluster
3060	16	cluster
3061	16	cluster
3062	16	cluster
3063	16	cluster
3064	16	cluster
3065	16	cluster
3066	16	cluster
3067	16	cluster
3068	16	cluster
3069	16	cluster
3070	16	cluster
3071	16	cluster
3072	16	cluster
3073	16	cluster
3074	16	cluster
3075	16	cluster
3076	16	cluster
3077	16	cluster
3078	16	cluster
3079	16	cluster
3080	16	cluster
3081	16	cluster
3082	16	cluster
3083	16	cluster
3084	16	cluster
3085	16	cluster
3086	16	cluster
3087	16	cluster
3088	16	cluster
3089	16	cluster
3090	16	cluster
3091	16	cluster
3092	16	cluster
3093	16	cluster
3094	16	cluster
3095	16	cluster
3096	16	cluster
3097	16	cluster
3098	16	cluster
3099	-1	noise
3100	-1	noise
3101	-1	noise
3102	-1	noise
3103	-1	noise
3104	-1	noise
3105	-1	noise
3106	-1	noise
3107	-1	noise
3108	-1	noise
3109	-1	noise
3110	-1	noise
3111	-1	noise
3112	-1	noise
3113	-1	noise
3114	-1	noise
3115	-1	noise
3116	-1	noise
3117	-1	noise
3118	-1	noise
3119	-1	noise
3120	-1	noise
3121	-1	noise
3122	-1	noise
3123	-1	noise
3124	-1	noise
3125	-1	noise
3126	-1	noise
3127	-1	noise
3128	-1	noise
3129	-1	noise
3130	-1	noise
3131	-1	noise
3132	-1	noise
3133	-1	noise
3134	-1	noise
3135	-1	noise
3136	-1	noise
3137	-1	noise
3138	-1	noise
3139	-1	noise
3140	-1	noise
3141	-1	noise
3142	-1	noise
3143	-1	noise
3144	-1	noise
3145	-1	noise
3146	-1	noise
3147	-1	noise
3148	-1	noise
3149	-1	noise
3150	-1	noise
3151	-1	noise
3152	-1	noise
3153	-1	noise
3154	-1	noise
3155	-1	noise
3156	-1	noise
3157	-1	noise
3158	-1	noise
3159	-1	noise
3160	-1	noise
3161	-1	noise
3162	-1	noise
3163	-1	noise
3164	-1	noise
3165	-1	noise
3173	-1	noise
3174	-1	noise
3175	-1	noise
3176	-1	noise
3177	17	cluster
3178	17	cluster
3179	17	cluster
3180	17	cluster
3181	17	cluster
3182	17	cluster
3183	17	cluster
3184	17	cluster
3185	17	cluster
3186	17	cluster
3187	17	cluster
3188	17	cluster
3189	17	cluster
3190	17	cluster
3191	17	cluster
3192	17	cluster
3193	17	cluster
3194	17	cluster
3195	17	cluster
3196	17	cluster
3197	17	cluster
3198	17	cluster
3199	17	cluster
3200	17	cluster
3201	17	cluster
3202	17	cluster
3203	17	cluster
3204	17	cluster
3205	17	cluster
3206	17	cluster
3207	17	cluster
3208	17	cluster
3209	17	cluster
3210	17	cluster
3211	17	cluster
3212	17	cluster
3213	17	cluster
3214	17	cluster
3215	17	cluster
3216	17	cluster
3217	17	cluster
3218	17	cluster
3219	17	cluster
3220	17	cluster
3221	17	cluster
3222	17	cluster
3223	17	cluster
3224	17	cluster
3225	17	cluster
3226	17	cluster
3227	17	cluster
3228	17	cluster
3229	17	cluster
3230	17	cluster
3231	17	cluster
3232	17	cluster
3233	17	cluster
3234	17	cluster
3235	17	cluster
3236	17	cluster
3237	17	cluster
3238	17	cluster
3239	17	cluster
3240	17	cluster
3241	17	cluster
3242	17	cluster
3243	17	cluster
3244	17	cluster
3245	17	cluster
3246	17	cluster
3247	17	cluster
3248	17	cluster
3249	17	cluster
3250	17	cluster
3251	17	cluster
3252	17	cluster
3253	17	cluster
3254	17	cluster
3255	17	cluster
3256	17	cluster
3257	17	cluster
3258	17	cluster
3259	17	cluster
3260	17	cluster
3261	17	cluster
3262	17	cluster
3263	17	cluster
3264	17	cluster
3265	-1	noise
3266	-1	noise
3267	-1	noise
3268	-1	noise
3269	-1	noise
3270	-1	noise
3271	-1	noise
3272	-1	noise
3273	-1	noise
3274	-1	noise
3275	-1	noise
3276	-1	noise
3277	-1	noise
3278	-1	noise
3279	-1	noise
3280	-1	noise
3281	-1	noise
3282	-1	noise
3283	-1	noise
3284	-1	noise
3285	-1	noise
3286	-1	noise
3287	-1	noise
3288	-1	noise
3289	-1	noise
3290	-1	noise
3291	-1	noise
3292	-1	noise
3293	-1	noise
3294	-1	noise
3295	-1	noise
3296	-1	noise
3297	-1	noise
3298	-1	noise
3299	-1	noise
3300	-1	noise
3301	-1	noise
3302	-1	noise
3303	-1	noise
3304	-1	noise
3305	-1	noise
3306	-1	noise
3307	-1	noise
3308	-1	noise
3309	-1	noise
3310	-1	noise
3311	18	cluster
3312	18	cluster
3313	18	cluster
3314	18	cluster
3315	18	cluster
3316	18	cluster
3317	18	cluster
3318	18	cluster
3319	18	cluster
3320	18	cluster
3321	18	cluster
3322	18	cluster
3323	18	cluster
3324	18	cluster
3325	18	cluster
3326	18	cluster
3327	18	cluster
3328	18	cluster
3329	18	cluster
3330	18	cluster
3331	18	cluster
3332	18	cluster
3333	18	cluster
3334	18	cluster
3335	18	cluster
3336	18	cluster
3337	18	cluster
3338	18	cluster
3339	18	cluster
3340	18	cluster
3341	18	cluster
3342	18	cluster
3343	18	cluster
3344	18	cluster
3345	18	cluster
3346	18	cluster
3347	18	cluster
3348	18	cluster
3349	18	cluster
3350	18	cluster
3351	18	cluster
3352	18	cluster
3353	18	cluster
3354	18	cluster
3355	18	cluster
3356	18	cluster
3357	18	cluster
3358	18	cluster
3359	18	cluster
3360	18	cluster
3361	18	cluster
3362	18	cluster
3363	18	cluster
3364	18	cluster
3365	18	cluster
3366	18	cluster
3367	18	cluster
3368	18	cluster
3369	-1	noise
3370	-1	noise
3371	-1	noise
3372	-1	noise
3373	-1	noise
3374	-1	noise
3375	-1	noise
3376	-1	noise
3377	-1	noise
3378	-1	noise
3379	-1	noise
3380	-1	noise
3381	-1	noise
3382	-1	noise
3383	-1	noise
3384	-1	noise
3385	-1	noise
3386	-1	noise
3387	-1	noise
3388	-1	noise
3389	-1	noise
3390	-1	noise
3391	-1	noise
3392	-1	noise
3393	-1	noise
3394	-1	noise
3395	-1	noise
3396	-1	noise
3397	-1	noise
3398	-1	noise
3399	-1	noise
3400	-1	noise
3401	-1	noise
3402	-1	noise
3403	-1	noise
3404	-1	noise
3405	-1	noise
3406	-1	noise
3407	-1	noise
3408	-1	noise
3409	-1	noise
3410	-1	noise
3411	-1	noise
3412	-1	noise
3413	-1	noise
3414	-1	noise
3415	-1	noise
3416	-1	noise
3417	-1	noise
3418	-1	noise
3419	-1	noise
3420	-1	noise
3421	-1	noise
3422	-1	noise
3423	-1	noise
3424	-1	noise
3425	-1	noise
3426	-1	noise
3427	-1	noise
3428	-1	noise
3429	-1	noise
3430	-1	noise
3431	-1	noise
3432	-1	noise
3433	-1	noise
3434	-1	noise
3435	-1	noise
3436	-1	noise
3437	-1	noise
3438	-1	noise
3439	19	cluster
3440	19	cluster
3441	19	cluster
3442	19	cluster
3443	19	cluster
3444	19	cluster
3445	19	cluster
3446	19	cluster
3447	19	cluster
3448	19	cluster
3449	19	cluster
3450	19	cluster
3451	19	cluster
3452	19	cluster
3453	19	cluster
3454	19	cluster
3455	19	cluster
3456	19	cluster
3457	19	cluster
3458	19	cluster
3459	19	cluster
3460	19	cluster
3461	19	cluster
3462	19	cluster
3463	19	cluster
3464	19	cluster
3465	19	cluster
3466	19	cluster
3467	19	cluster
3468	19	cluster
3469	19	cluster
3470	19	cluster
3471	19	cluster
3472	19	cluster
3473	19	cluster
3474	19	cluster
3475	19	cluster
3476	19	cluster
3477	19	cluster
3478	19	cluster
3479	19	cluster
3480	19	cluster
