%iDASCh East	North   IntDist CumDist
 702 428381.35 4519261.77 4.89 2972.36
 703 428376.47 4519261.62 4.89 2977.25
 704 428371.58 4519261.48 4.89 2982.14
 705 428366.72 4519261.93 4.88 2987.02
 706 428361.86 4519262.52 4.89 2991.91
 707 428357.01 4519263.11 4.89 2996.80
 708 428352.15 4519263.70 4.89 3001.69
 709 428347.30 4519264.29 4.89 3006.58
 710 428342.45 4519264.88 4.89 3011.47
 711 428337.59 4519265.47 4.89 3016.36
 712 428332.74 4519266.06 4.89 3021.25
 713 428328.03 4519267.33 4.88 3026.13
 714 428323.35 4519268.75 4.89 3031.02
 715 428318.67 4519270.17 4.89 3035.91
 716 428313.99 4519271.60 4.89 3040.80
 717 428309.31 4519273.02 4.89 3045.69
 718 428304.63 4519274.44 4.89 3050.58
 719 428299.95 4519275.87 4.89 3055.47
 720 428295.28 4519277.29 4.89 3060.36
 721 428290.60 4519278.71 4.89 3065.25
 722 428285.92 4519280.14 4.89 3070.14
 723 428281.24 4519281.56 4.89 3075.04
 724 428276.49 4519282.71 4.89 3079.92
 725 428271.72 4519283.81 4.89 3084.81
 726 428266.96 4519284.91 4.89 3089.70
 727 428262.19 4519286.02 4.89 3094.59
 728 428257.43 4519287.12 4.89 3099.48
 729 428252.67 4519288.22 4.89 3104.38
 730 428247.90 4519289.33 4.89 3109.27
 731 428243.14 4519290.43 4.89 3114.16
 732 428238.37 4519291.54 4.89 3119.05
 733 428233.61 4519292.64 4.89 3123.94
 734 428228.85 4519293.74 4.89 3128.83
 735 428224.08 4519294.85 4.89 3133.72
 736 428219.36 4519296.10 4.89 3138.60
 737 428214.67 4519297.49 4.89 3143.49
 738 428209.98 4519298.88 4.89 3148.39
 739 428205.29 4519300.27 4.89 3153.28
 740 428200.60 4519301.66 4.89 3158.17
 741 428195.91 4519303.05 4.89 3163.06
 742 428191.23 4519304.44 4.89 3167.95
 743 428186.54 4519305.83 4.89 3172.84
 744 428181.85 4519307.22 4.89 3177.73
 745 428177.16 4519308.61 4.89 3182.62
 746 428172.47 4519310.00 4.89 3187.51
 747 428167.78 4519311.39 4.89 3192.40
 748 428163.11 4519312.83 4.89 3197.29
 749 428158.45 4519314.31 4.89 3202.18
 750 428153.79 4519315.78 4.89 3207.07
 751 428149.12 4519317.26 4.89 3211.96
 752 428144.46 4519318.73 4.89 3216.85
 753 428139.80 4519320.21 4.89 3221.74
 754 428135.14 4519321.69 4.89 3226.63
 755 428130.48 4519323.16 4.89 3231.52
 756 428125.81 4519324.64 4.89 3236.41
 757 428121.15 4519326.11 4.89 3241.30
 758 428116.49 4519327.59 4.89 3246.19
 759 428111.62 4519328.01 4.88 3251.07
 760 428106.75 4519328.35 4.89 3255.96
 761 428101.87 4519328.70 4.89 3260.85
 762 428096.99 4519329.05 4.89 3265.74
 763 428092.11 4519329.40 4.89 3270.63
 764 428087.24 4519329.74 4.89 3275.52
 765 428082.36 4519330.09 4.89 3280.41
 766 428077.48 4519329.93 4.88 3285.30
 775 428072.59 4519329.64 4.89 3290.19
 776 428067.71 4519329.35 4.89 3295.08
 777 428062.83 4519329.06 4.89 3299.97
 778 428057.95 4519328.77 4.89 3304.86
 779 428053.07 4519328.49 4.89 3309.75
 780 428048.19 4519328.20 4.89 3314.64
 781 428043.30 4519327.91 4.89 3319.53
 782 428038.42 4519327.62 4.89 3324.42
 783 428033.54 4519327.33 4.89 3329.31
 784 428028.68 4519326.80 4.89 3334.20
 785 428023.84 4519326.12 4.89 3339.09
 786 428019.00 4519325.43 4.89 3343.98
 787 428014.16 4519324.75 4.89 3348.87
 788 428009.31 4519324.06 4.89 3353.76
 789 428004.47 4519323.38 4.89 3358.65
 790 427999.63 4519322.69 4.89 3363.54
 791 427994.79 4519322.01 4.89 3368.43
 792 427989.95 4519321.32 4.89 3373.32
 793 427985.10 4519320.64 4.89 3378.21
 794 427980.26 4519319.96 4.89 3383.10
 795 427975.42 4519319.27 4.89 3387.99
 796 427970.64 4519319.71 4.81 3392.79
 797 427965.89 4519320.88 4.89 3397.68
 798 427961.14 4519322.05 4.89 3402.57
 799 427956.39 4519323.22 4.89 3407.46
 800 427951.64 4519324.39 4.89 3412.35
 801 427946.89 4519325.56 4.89 3417.24
 802 427942.15 4519326.73 4.89 3422.13
 803 427937.69 4519328.65 4.85 3426.98
 804 427933.42 4519331.02 4.89 3431.87
 805 427929.14 4519333.40 4.89 3436.76
 806 427924.87 4519335.78 4.89 3441.65
 807 427920.59 4519338.15 4.89 3446.55
 808 427916.32 4519340.53 4.89 3451.44
 809 427912.04 4519342.90 4.89 3456.33
 810 427907.77 4519345.28 4.89 3461.22
 811 427903.50 4519347.65 4.89 3466.11
 812 427899.22 4519350.03 4.89 3471.00
 813 427894.95 4519352.41 4.89 3475.89
 814 427890.69 4519354.81 4.89 3480.78
 815 427886.44 4519357.24 4.89 3485.67
 816 427882.20 4519359.66 4.89 3490.56
 817 427877.95 4519362.09 4.89 3495.45
 818 427873.71 4519364.52 4.89 3500.34
 819 427869.46 4519366.94 4.89 3505.23
 820 427865.22 4519369.37 4.89 3510.12
 821 427860.97 4519371.80 4.89 3515.01
 822 427856.72 4519374.23 4.89 3519.90
 823 427852.48 4519376.65 4.89 3524.79
 824 427848.23 4519379.08 4.89 3529.68
 825 427843.99 4519381.51 4.89 3534.57
 826 427839.74 4519383.93 4.89 3539.46
 827 427835.50 4519386.36 4.89 3544.35
 828 427831.25 4519388.79 4.89 3549.24
 829 427827.01 4519391.21 4.89 3554.13
 830 427822.76 4519393.64 4.89 3559.02
 831 427818.51 4519396.07 4.89 3563.91
 832 427814.27 4519398.49 4.89 3568.80
 833 427810.02 4519400.92 4.89 3573.69
 834 427805.78 4519403.35 4.89 3578.58
 835 427801.53 4519405.77 4.89 3583.47
 836 427797.29 4519408.20 4.89 3588.36
 837 427793.02 4519410.59 4.89 3593.25
 838 427788.71 4519412.89 4.89 3598.14
 839 427784.39 4519415.19 4.89 3603.03
 840 427780.08 4519417.49 4.89 3607.92
 841 427775.76 4519419.80 4.89 3612.81
 842 427771.45 4519422.10 4.89 3617.70
 843 427767.13 4519424.40 4.89 3622.59
 844 427762.82 4519426.70 4.89 3627.48
 845 427758.50 4519429.00 4.89 3632.37
 846 427754.19 4519431.30 4.89 3637.26
 847 427749.87 4519433.61 4.89 3642.15
 848 427745.56 4519435.91 4.89 3647.04
 849 427741.24 4519438.21 4.89 3651.93
 850 427736.93 4519440.51 4.89 3656.82
 851 427732.61 4519442.81 4.89 3661.71
 852 427728.30 4519445.11 4.89 3666.61
 853 427723.98 4519447.42 4.89 3671.50
 854 427719.67 4519449.72 4.89 3676.39
 855 427715.36 4519452.02 4.89 3681.28
 856 427711.04 4519454.32 4.89 3686.17
 857 427706.65 4519456.47 4.89 3691.05
 858 427702.15 4519458.38 4.89 3695.94
 859 427697.65 4519460.29 4.89 3700.83
 860 427693.15 4519462.21 4.89 3705.72
 861 427688.65 4519464.12 4.89 3710.61
 862 427684.15 4519466.03 4.89 3715.50
 863 427679.65 4519467.95 4.89 3720.39
 864 427675.15 4519469.86 4.89 3725.28
 865 427670.65 4519471.77 4.89 3730.17
 866 427666.15 4519473.68 4.89 3735.06
 867 427661.53 4519475.29 4.89 3739.95
 868 427656.88 4519476.80 4.89 3744.84
 869 427652.23 4519478.32 4.89 3749.73
 870 427647.58 4519479.83 4.89 3754.62
 871 427642.93 4519481.34 4.89 3759.51
 872 427638.28 4519482.86 4.89 3764.40
 873 427633.63 4519484.37 4.89 3769.29
 874 427628.92 4519485.65 4.88 3774.17
 875 427624.10 4519486.43 4.89 3779.06
 876 427619.27 4519487.21 4.89 3783.95
 877 427614.44 4519487.99 4.89 3788.84
 878 427609.61 4519488.77 4.89 3793.73
 879 427604.79 4519489.55 4.89 3798.62
 880 427599.96 4519490.33 4.89 3803.51
 881 427595.10 4519490.73 4.87 3808.38
 882 427590.22 4519490.61 4.89 3813.27
 883 427585.33 4519490.49 4.89 3818.16
 884 427580.44 4519490.37 4.89 3823.05
 885 427575.55 4519490.25 4.89 3827.94
 886 427570.66 4519490.13 4.89 3832.83
 887 427565.77 4519490.00 4.89 3837.72
 888 427560.88 4519489.88 4.89 3842.61
 889 427556.00 4519489.65 4.89 3847.50
 890 427551.11 4519489.40 4.89 3852.39
 891 427546.23 4519489.15 4.89 3857.28
 892 427541.35 4519488.90 4.89 3862.17
 893 427536.46 4519488.65 4.89 3867.06
 894 427531.58 4519488.40 4.89 3871.95
 895 427526.70 4519488.15 4.89 3876.84
 896 427521.81 4519487.90 4.89 3881.73
 897 427516.93 4519487.65 4.89 3886.62
 898 427512.04 4519487.40 4.89 3891.51
 899 427507.16 4519487.14 4.89 3896.40
 900 427502.28 4519486.89 4.89 3901.30
 901 427497.39 4519486.64 4.89 3906.19
 902 427492.51 4519486.39 4.89 3911.08
 903 427487.63 4519486.14 4.89 3915.97
 904 427482.74 4519485.86 4.89 3920.86
 905 427477.86 4519485.54 4.89 3925.75
 906 427472.98 4519485.21 4.89 3930.64
 907 427468.11 4519484.89 4.89 3935.53
 908 427463.23 4519484.56 4.89 3940.42
 917 427458.35 4519484.24 4.89 3945.31
 918 427453.47 4519483.91 4.89 3950.20
 919 427448.59 4519483.59 4.89 3955.09
 920 427443.71 4519483.26 4.89 3959.98
 921 427438.83 4519482.94 4.89 3964.87
 922 427433.95 4519482.61 4.89 3969.76
 923 427429.07 4519482.29 4.89 3974.65
 924 427424.19 4519481.96 4.89 3979.54
 925 427419.31 4519481.64 4.89 3984.43
 926 427414.43 4519481.31 4.89 3989.32
 927 427409.55 4519480.99 4.89 3994.21
 928 427404.67 4519480.66 4.89 3999.10
 929 427399.79 4519480.34 4.89 4003.99
 930 427394.91 4519480.01 4.89 4008.88
 931 427390.03 4519479.72 4.89 4013.77
 932 427385.15 4519479.46 4.89 4018.66
 933 427380.27 4519479.20 4.89 4023.55
 934 427375.38 4519478.93 4.89 4028.44
 935 427370.50 4519478.67 4.89 4033.33
 936 427365.62 4519478.41 4.89 4038.22
 937 427360.73 4519478.14 4.89 4043.11
 938 427355.85 4519477.88 4.89 4048.00
 939 427351.01 4519478.41 4.87 4052.87
 940 427346.17 4519479.15 4.89 4057.76
 941 427341.34 4519479.90 4.89 4062.65
 942 427336.51 4519480.65 4.89 4067.54
 943 427331.67 4519481.39 4.89 4072.44
 944 427326.84 4519482.14 4.89 4077.33
 945 427322.01 4519482.88 4.89 4082.22
 946 427317.18 4519483.63 4.89 4087.11
 947 427312.34 4519484.38 4.89 4092.00
 948 427307.49 4519484.96 4.89 4096.88
 949 427302.62 4519485.41 4.89 4101.77
 950 427297.75 4519485.87 4.89 4106.66
 951 427292.88 4519486.32 4.89 4111.55
 952 427288.16 4519487.24 4.81 4116.36
 953 427283.92 4519489.68 4.89 4121.26
 954 427279.68 4519492.12 4.89 4126.15
 955 427275.45 4519494.56 4.89 4131.04
 956 427271.65 4519497.63 4.88 4135.92
 957 427267.92 4519500.78 4.89 4140.81
 958 427264.18 4519503.94 4.89 4145.70
 959 427260.79 4519507.41 4.85 4150.55
 960 427257.94 4519511.39 4.89 4155.44
 961 427255.08 4519515.36 4.89 4160.33
 962 427252.23 4519519.33 4.89 4165.22
 963 427249.56 4519523.42 4.88 4170.11
 964 427247.23 4519527.71 4.89 4175.00
 965 427244.90 4519532.01 4.89 4179.89
 966 427242.56 4519536.31 4.89 4184.78
 967 427240.23 4519540.61 4.89 4189.67
 968 427237.89 4519544.91 4.89 4194.56
 969 427236.48 4519549.58 4.88 4199.44
 970 427235.13 4519554.28 4.89 4204.33
 971 427233.77 4519558.98 4.89 4209.22
 972 427232.42 4519563.68 4.89 4214.11
 973 427231.07 4519568.38 4.89 4219.00
 974 427230.24 4519573.17 4.87 4223.87
 975 427229.81 4519578.05 4.89 4228.76
 976 427229.39 4519582.92 4.89 4233.65
 977 427230.50 4519587.62 4.83 4238.48
 978 427232.05 4519592.53 5.15 4243.63
 979 427233.60 4519597.43 5.15 4248.78
 980 427235.50 4519602.18 5.11 4253.89
 981 427238.19 4519606.57 5.15 4259.04
 982 427240.88 4519610.96 5.15 4264.18
 983 427243.26 4519615.50 5.13 4269.31
 984 427245.20 4519620.27 5.15 4274.46
 985 427247.07 4519625.06 5.14 4279.60
 986 427247.70 4519630.17 5.15 4284.75
 987 427248.33 4519635.27 5.15 4289.89
 988 427248.62 4519640.37 5.10 4295.00
 989 427247.58 4519645.41 5.15 4300.14
 990 427246.53 4519650.45 5.15 4305.29
 991 427245.38 4519655.46 5.14 4310.43
 992 427243.72 4519660.33 5.15 4315.58
 993 427242.05 4519665.20 5.15 4320.73
 994 427240.39 4519670.07 5.15 4325.87
 995 427238.81 4519674.97 5.15 4331.02
 996 427237.36 4519679.91 5.15 4336.17
 997 427235.91 4519684.85 5.15 4341.31
 998 427234.47 4519689.78 5.15 4346.46
 999 427233.02 4519694.72 5.15 4351.61
1000 427231.57 4519699.66 5.15 4356.75
1001 427230.13 4519704.60 5.15 4361.90
1002 427228.85 4519709.59 5.15 4367.05
1003 427227.58 4519714.58 5.15 4372.19
1004 427226.30 4519719.56 5.15 4377.34
1005 427225.03 4519724.55 5.15 4382.49
1006 427223.75 4519729.53 5.15 4387.63
1007 427222.47 4519734.52 5.15 4392.78
1008 427221.10 4519739.47 5.14 4397.92
1009 427218.91 4519744.13 5.15 4403.06
1010 427216.72 4519748.79 5.15 4408.21
1011 427214.54 4519753.45 5.15 4413.36
1012 427212.27 4519758.07 5.15 4418.50
1013 427209.87 4519762.62 5.15 4423.65
1014 427207.47 4519767.18 5.15 4428.80
1015 427205.07 4519771.73 5.15 4433.94
1016 427202.67 4519776.28 5.15 4439.09
1017 427199.70 4519780.47 5.13 4444.23
1018 427196.57 4519784.55 5.15 4449.37
1019 427193.44 4519788.64 5.15 4454.52
1020 427190.31 4519792.72 5.15 4459.67
1021 427187.18 4519796.81 5.15 4464.81
1022 427184.04 4519800.89 5.15 4469.96
1023 427180.91 4519804.98 5.15 4475.11
1024 427177.79 4519809.07 5.15 4480.25
1025 427174.67 4519813.16 5.15 4485.40
1026 427171.55 4519817.26 5.15 4490.55
1027 427168.44 4519821.35 5.15 4495.69
1028 427165.32 4519825.45 5.15 4500.84
1029 427162.20 4519829.54 5.15 4505.99
1030 427159.08 4519833.64 5.15 4511.13
1031 427155.97 4519837.73 5.15 4516.28
1032 427152.75 4519841.75 5.14 4521.42
1033 427149.24 4519845.50 5.15 4526.57
1034 427145.72 4519849.26 5.15 4531.72
1035 427142.20 4519853.02 5.15 4536.86
1036 427138.68 4519856.78 5.15 4542.01
1037 427135.17 4519860.53 5.15 4547.16
1038 427131.65 4519864.29 5.15 4552.30
1039 427128.13 4519868.05 5.15 4557.45
1051 427124.54 4519871.73 5.14 4562.60
1052 427120.81 4519875.28 5.15 4567.74
1053 427117.09 4519878.83 5.15 4572.89
1054 427113.37 4519882.39 5.15 4578.04
1055 427109.64 4519885.94 5.15 4583.18
1056 427105.92 4519889.49 5.15 4588.33
1057 427102.19 4519893.05 5.15 4593.48
1058 427098.47 4519896.60 5.15 4598.62
1059 427094.75 4519900.15 5.15 4603.77
1060 427091.06 4519903.75 5.15 4608.92
1061 427087.41 4519907.37 5.15 4614.06
1062 427083.76 4519911.00 5.15 4619.21
1063 427080.11 4519914.63 5.15 4624.36
1064 427076.45 4519918.25 5.15 4629.50
1065 427072.80 4519921.88 5.15 4634.65
1066 427069.15 4519925.51 5.15 4639.80
1067 427064.98 4519928.51 5.14 4644.94
1068 427060.74 4519931.42 5.15 4650.08
1069 427056.50 4519934.34 5.15 4655.23
1070 427052.26 4519937.26 5.15 4660.38
1071 427048.02 4519940.18 5.15 4665.52
1072 427043.78 4519943.10 5.15 4670.67
1073 427039.54 4519946.02 5.15 4675.82
1074 427035.31 4519948.94 5.15 4680.96
1075 427031.07 4519951.86 5.15 4686.11
1076 427026.83 4519954.78 5.15 4691.26
1077 427022.59 4519957.70 5.15 4696.41
1078 427018.35 4519960.62 5.15 4701.55
1079 427014.11 4519963.54 5.15 4706.70
1080 427010.24 4519966.20 4.70 4711.40
1081 427006.36 4519968.87 4.70 4716.11
1082 427002.28 4519971.17 4.68 4720.79
1083 426997.94 4519972.98 4.70 4725.49
1084 426993.60 4519974.79 4.70 4730.20
1085 426989.26 4519976.60 4.70 4734.90
1086 426984.92 4519978.42 4.70 4739.60
1087 426980.58 4519980.23 4.70 4744.31
1088 426976.24 4519982.04 4.70 4749.01
1089 426971.89 4519983.85 4.70 4753.72
1090 426967.58 4519985.72 4.70 4758.42
1091 426963.27 4519987.62 4.70 4763.13
1092 426958.96 4519989.51 4.70 4767.83
1093 426954.66 4519991.40 4.70 4772.54
1094 426950.35 4519993.29 4.70 4777.24
1095 426946.04 4519995.18 4.70 4781.94
1096 426941.73 4519997.07 4.70 4786.65
1097 426937.42 4519998.96 4.70 4791.35
1098 426933.24 4520001.07 4.69 4796.04
1099 426929.39 4520003.78 4.70 4800.74
1100 426925.54 4520006.48 4.70 4805.45
1101 426921.69 4520009.18 4.70 4810.15
1102 426917.84 4520011.89 4.70 4814.86
1103 426913.99 4520014.59 4.70 4819.56
1104 426910.14 4520017.30 4.70 4824.27
1105 426906.29 4520020.00 4.70 4828.97
1106 426902.45 4520022.71 4.70 4833.67
1107 426898.60 4520025.41 4.70 4838.38
1108 426894.75 4520028.11 4.70 4843.08
1109 426890.56 4520030.20 4.68 4847.76
1110 426886.21 4520032.01 4.70 4852.47
1111 426881.87 4520033.82 4.70 4857.17
1112 426877.53 4520035.63 4.70 4861.88
1113 426873.19 4520037.44 4.70 4866.58
1114 426868.84 4520039.24 4.70 4871.29
1115 426864.50 4520041.05 4.70 4875.99
1116 426860.16 4520042.86 4.70 4880.69
1117 426856.18 4520045.29 4.66 4885.35
1118 426852.52 4520048.24 4.70 4890.06
1119 426848.85 4520051.19 4.70 4894.76
1120 426845.19 4520054.14 4.70 4899.47
1121 426841.53 4520057.09 4.70 4904.17
1122 426837.86 4520060.04 4.70 4908.87
1123 426834.20 4520063.00 4.70 4913.58
1124 426830.54 4520065.95 4.70 4918.28
1125 426826.87 4520068.90 4.70 4922.99
1126 426823.21 4520071.85 4.70 4927.69
1127 426819.71 4520075.00 4.70 4932.40
1128 426816.22 4520078.14 4.70 4937.10
1129 426812.72 4520081.29 4.70 4941.80
1130 426809.22 4520084.44 4.70 4946.51
1131 426805.73 4520087.59 4.70 4951.21
1132 426802.23 4520090.73 4.70 4955.92
1133 426798.70 4520093.84 4.70 4960.62
1134 426795.03 4520096.78 4.70 4965.33
1135 426791.37 4520099.73 4.70 4970.03
1136 426787.70 4520102.68 4.70 4974.73
1137 426784.03 4520105.63 4.70 4979.44
1138 426780.37 4520108.58 4.70 4984.14
1139 426776.70 4520111.53 4.70 4988.85
1140 426773.04 4520114.48 4.70 4993.55
1141 426769.37 4520117.42 4.70 4998.26
1142 426765.71 4520120.37 4.70 5002.96
1143 426761.39 4520123.85 5.54 5008.50
1144 426757.07 4520127.32 5.54 5014.05
1145 426752.75 4520130.80 5.54 5019.59
1146 426748.80 4520134.69 5.54 5025.13
1147 426744.96 4520138.68 5.54 5030.67
1148 426741.11 4520142.67 5.54 5036.22
1149 426737.27 4520146.67 5.54 5041.76
1150 426733.42 4520150.66 5.54 5047.31
1151 426729.58 4520154.66 5.54 5052.85
1152 426725.72 4520158.64 5.54 5058.40
1153 426721.82 4520162.58 5.54 5063.94
1154 426717.92 4520166.52 5.54 5069.48
1155 426714.02 4520170.46 5.54 5075.03
1156 426710.12 4520174.40 5.54 5080.57
1157 426706.22 4520178.34 5.54 5086.12
1158 426702.32 4520182.28 5.54 5091.66
1159 426697.85 4520185.53 5.53 5097.19
1160 426693.25 4520188.64 5.54 5102.73
1171 426688.66 4520191.74 5.54 5108.28
1172 426683.80 4520192.49 4.92 5113.20
1173 426678.94 4520193.23 4.92 5118.12
1174 426674.07 4520193.97 4.92 5123.03
1175 426669.21 4520194.69 4.92 5127.95
1176 426664.33 4520195.31 4.92 5132.87
1177 426659.45 4520195.94 4.92 5137.79
1178 426654.57 4520196.56 4.92 5142.71
1179 426649.73 4520196.18 4.86 5147.57
1180 426644.91 4520195.22 4.92 5152.48
1181 426640.08 4520194.26 4.92 5157.40
1182 426635.26 4520193.30 4.92 5162.32
1183 426630.44 4520192.33 4.92 5167.24
1184 426625.61 4520191.38 4.92 5172.16
1185 426620.79 4520190.43 4.92 5177.08
1186 426615.96 4520189.48 4.92 5181.99
1187 426611.13 4520188.53 4.92 5186.91
1188 426606.31 4520187.58 4.92 5191.83
1189 426601.48 4520186.63 4.92 5196.75
1190 426596.90 4520184.91 4.90 5201.65
1191 426592.38 4520182.96 4.92 5206.57
1192 426587.86 4520181.01 4.92 5211.49
1193 426583.35 4520179.07 4.92 5216.40
1194 426578.83 4520177.12 4.92 5221.32
1195 426574.32 4520175.17 4.92 5226.24
1196 426569.80 4520173.22 4.92 5231.16
1197 426565.42 4520170.99 4.91 5236.07
1198 426561.13 4520168.58 4.92 5240.99
1199 426556.85 4520166.17 4.92 5245.91
1200 426552.56 4520163.76 4.92 5250.83
1201 426548.27 4520161.36 4.92 5255.74
1202 426543.98 4520158.95 4.92 5260.66
1203 426539.69 4520156.54 4.92 5265.58
1204 426535.40 4520154.13 4.92 5270.50
1205 426531.90 4520150.70 4.90 5275.40
1214 426528.46 4520147.19 4.92 5280.32
1215 426525.02 4520143.67 4.92 5285.24
1216 426521.58 4520140.16 4.92 5290.16
1217 426518.14 4520136.64 4.92 5295.08
1218 426514.70 4520133.13 4.92 5300.00
1219 426511.41 4520129.48 4.91 5304.91
1220 426508.40 4520125.59 4.92 5309.83
1221 426505.38 4520121.70 4.92 5314.74
1222 426502.37 4520117.82 4.92 5319.66
1223 426499.35 4520113.93 4.92 5324.58
1224 426496.34 4520110.05 4.92 5329.50
1225 426493.32 4520106.16 4.92 5334.42
1226 426490.31 4520102.27 4.92 5339.34
1227 426487.88 4520098.03 4.89 5344.22
1228 426485.82 4520093.57 4.92 5349.14
1229 426483.76 4520089.10 4.92 5354.06
1230 426481.69 4520084.63 4.92 5358.98
1231 426479.63 4520080.17 4.92 5363.90
1232 426477.57 4520075.70 4.92 5368.82
1233 426475.51 4520071.24 4.92 5373.73
1234 426473.45 4520066.77 4.92 5378.65
1235 426471.39 4520062.31 4.92 5383.57
1236 426469.33 4520057.84 4.92 5388.49
1237 426467.27 4520053.37 4.92 5393.41
1238 426465.21 4520048.91 4.92 5398.33
1239 426463.15 4520044.44 4.92 5403.25
1250 426461.09 4520039.98 4.92 5408.16
1251 426459.03 4520035.51 4.92 5413.08
1252 426456.97 4520031.04 4.92 5418.00
1253 426454.91 4520026.58 4.92 5422.92
1254 426452.85 4520022.11 4.92 5427.84
1255 426450.79 4520017.65 4.92 5432.76
1256 426448.73 4520013.18 4.92 5437.67
1257 426446.67 4520008.71 4.92 5442.59
1258 426444.61 4520004.25 4.92 5447.51
1259 426442.52 4519999.79 4.92 5452.43
1260 426440.43 4519995.34 4.92 5457.35
1261 426438.34 4519990.89 4.92 5462.27
1262 426436.25 4519986.44 4.92 5467.18
1263 426434.16 4519981.98 4.92 5472.10
1264 426432.07 4519977.53 4.92 5477.02
1265 426429.98 4519973.08 4.92 5481.94
1266 426427.89 4519968.63 4.92 5486.86
1267 426425.80 4519964.17 4.92 5491.78
1268 426423.71 4519959.72 4.92 5496.69
1269 426421.62 4519955.27 4.92 5501.61
1270 426419.53 4519950.82 4.92 5506.53
1271 426417.45 4519946.36 4.92 5511.45
1272 426415.36 4519941.91 4.92 5516.37
1273 426413.43 4519937.38 4.92 5521.29
1274 426411.51 4519932.86 4.92 5526.21
1275 426409.60 4519928.33 4.92 5531.12
1276 426407.68 4519923.80 4.92 5536.04
1277 426405.77 4519919.27 4.92 5540.96
1278 426403.85 4519914.74 4.92 5545.88
1279 426401.93 4519910.21 4.92 5550.80
1280 426400.02 4519905.68 4.92 5555.72
1281 426398.10 4519901.15 4.92 5560.63
1282 426396.19 4519896.62 4.92 5565.55
1283 426394.27 4519892.09 4.92 5570.47
1284 426392.35 4519887.56 4.92 5575.39
1285 426390.44 4519883.03 4.92 5580.31
1286 426388.52 4519878.50 4.92 5585.23
1287 426386.60 4519873.97 4.92 5590.14
1288 426384.69 4519869.44 4.92 5595.06
1289 426382.77 4519864.91 4.92 5599.98
1290 426380.86 4519860.38 4.92 5604.90
1291 426378.94 4519855.85 4.92 5609.82
1292 426377.02 4519851.32 4.92 5614.74
1293 426375.11 4519846.79 4.92 5619.65
1294 426373.10 4519842.30 4.92 5624.57
1295 426371.04 4519837.83 4.92 5629.49
1296 426368.97 4519833.37 4.92 5634.41
1297 426366.91 4519828.91 4.92 5639.33
1298 426364.85 4519824.44 4.92 5644.25
1299 426362.78 4519819.98 4.92 5649.16
1300 426360.72 4519815.51 4.92 5654.08
1301 426358.66 4519811.05 4.92 5659.00
1302 426356.59 4519806.58 4.92 5663.92
1303 426354.53 4519802.12 4.92 5668.84
1304 426352.47 4519797.65 4.92 5673.76
1305 426350.40 4519793.19 4.92 5678.68
1306 426348.34 4519788.72 4.92 5683.59
1307 426346.27 4519784.26 4.92 5688.51
1308 426344.21 4519779.80 4.92 5693.43
1309 426342.15 4519775.33 4.92 5698.35
1310 426340.08 4519770.87 4.92 5703.27
1311 426338.02 4519766.40 4.92 5708.19
1312 426335.96 4519761.94 4.92 5713.10
1313 426333.89 4519757.47 4.92 5718.02
1314 426331.83 4519753.01 4.92 5722.94
1315 426329.67 4519748.60 4.91 5727.85
1316 426327.05 4519744.43 4.92 5732.77
1317 426324.43 4519740.27 4.92 5737.69
1318 426321.81 4519736.11 4.92 5742.61
1319 426318.69 4519732.38 4.86 5747.47
1320 426316.54 4519730.61 2.78 5750.25
1321 426314.39 4519728.84 2.78 5753.03
1322 426312.25 4519727.08 2.78 5755.82
1323 426310.10 4519725.31 2.78 5758.60
1324 426307.95 4519723.54 2.78 5761.38
1325 426305.66 4519721.96 2.78 5764.16
1326 426303.34 4519720.42 2.78 5766.95
1327 426301.02 4519718.88 2.78 5769.73
1328 426298.67 4519717.39 2.78 5772.51
1329 426296.10 4519716.34 2.78 5775.29
1330 426293.52 4519715.28 2.78 5778.07
1331 426290.95 4519714.23 2.78 5780.86
1332 426288.37 4519713.18 2.78 5783.64
1333 426285.72 4519712.38 2.76 5786.40
1334 426282.97 4519711.97 2.78 5789.19
1335 426280.22 4519711.56 2.78 5791.97
1336 426277.47 4519711.15 2.78 5794.75
1337 426274.71 4519710.74 2.78 5797.54
1338 426271.96 4519710.32 2.78 5800.32
1339 426269.21 4519710.19 2.76 5803.08
1340 426266.45 4519710.58 2.78 5805.86
1341 426263.69 4519710.96 2.78 5808.64
1342 426260.94 4519711.35 2.78 5811.43
1343 426258.18 4519711.73 2.78 5814.21
1344 426255.43 4519712.12 2.78 5816.99
1345 426252.67 4519712.50 2.78 5819.78
1346 426249.94 4519713.01 2.77 5822.55
1347 426247.32 4519713.95 2.78 5825.33
1348 426244.70 4519714.89 2.78 5828.12
1349 426242.09 4519715.83 2.78 5830.90
1350 426239.47 4519716.77 2.78 5833.68
1351 426236.85 4519717.72 2.78 5836.47
1352 426234.23 4519718.66 2.78 5839.25
1353 426231.61 4519719.60 2.78 5842.03
1354 426229.05 4519720.67 2.78 5844.81
1355 426226.57 4519721.94 2.78 5847.59
1356 426224.09 4519723.20 2.78 5850.38
1357 426221.61 4519724.47 2.78 5853.16
1358 426219.13 4519725.74 2.78 5855.94
1359 426216.66 4519727.01 2.78 5858.73
1360 426214.18 4519728.27 2.78 5861.51
1361 426211.78 4519729.66 2.77 5864.28
1362 426209.60 4519731.40 2.78 5867.06
1363 426207.43 4519733.14 2.78 5869.85
