%iDASCh East	North   IntDist CumDist
1364 426205.25 4519734.87 2.78 5872.63
1365 426203.08 4519736.61 2.78 5875.41
1366 426200.90 4519738.34 2.78 5878.20
1378 426198.73 4519740.08 2.78 5880.98
1379 426196.67 4519741.94 2.78 5883.76
1380 426194.78 4519743.98 2.78 5886.54
1381 426192.88 4519746.02 2.78 5889.32
1382 426190.99 4519748.06 2.78 5892.11
1383 426189.09 4519750.10 2.78 5894.89
1384 426187.20 4519752.14 2.78 5897.67
1385 426185.31 4519754.18 2.78 5900.46
1386 426183.41 4519756.22 2.78 5903.24
1387 426181.55 4519758.29 2.78 5906.02
1388 426179.76 4519760.42 2.78 5908.80
1389 426177.96 4519762.54 2.78 5911.59
1390 426176.17 4519764.67 2.78 5914.37
1391 426174.38 4519766.80 2.78 5917.15
1392 426172.58 4519768.93 2.78 5919.94
1393 426170.05 4519769.29 2.56 5922.50
1394 426167.27 4519769.08 2.78 5925.28
1395 426164.49 4519768.87 2.78 5928.07
1396 426161.72 4519768.66 2.78 5930.85
1397 426158.94 4519768.46 2.78 5933.63
1398 426156.17 4519768.25 2.78 5936.42
1399 426153.39 4519768.04 2.78 5939.20
1400 426148.91 4519768.04 4.49 5943.69
1401 426145.60 4519771.27 4.62 5948.31
1402 426142.29 4519774.51 4.62 5952.94
1403 426138.98 4519777.74 4.62 5957.56
1404 426135.68 4519780.97 4.62 5962.18
1405 426132.71 4519784.51 4.62 5966.80
1406 426129.87 4519788.16 4.62 5971.42
1407 426127.03 4519791.81 4.62 5976.05
1408 426124.19 4519795.46 4.62 5980.67
1409 426121.35 4519799.11 4.62 5985.30
1410 426118.18 4519800.26 3.37 5988.67
1411 426114.50 4519797.46 4.62 5993.29
1412 426110.82 4519794.66 4.62 5997.92
1413 426107.14 4519791.86 4.62 6002.54
1414 426103.46 4519789.06 4.62 6007.16
1415 426099.78 4519786.26 4.62 6011.79
1416 426096.24 4519783.30 4.62 6016.41
1417 426094.19 4519781.33 2.84 6019.24
1455 426092.20 4519779.36 2.80 6022.05
1456 426093.72 4519776.96 2.84 6024.88
1457 426095.25 4519774.57 2.84 6027.72
1458 426096.77 4519772.17 2.84 6030.56
1459 426098.29 4519769.78 2.84 6033.40
1460 426096.46 4519770.97 2.18 6035.58
1461 426094.17 4519772.64 2.84 6038.41
1462 426091.89 4519774.32 2.84 6041.25
1463 426089.60 4519776.00 2.84 6044.09
1464 426090.09 4519777.88 1.94 6046.03
1465 426092.11 4519779.88 2.84 6048.87
1466 426094.13 4519781.87 2.84 6051.71
1467 426096.15 4519783.86 2.84 6054.55
1468 426098.17 4519785.86 2.84 6057.38
1469 426100.19 4519787.85 2.84 6060.22
1470 426102.21 4519789.84 2.84 6063.06
1471 426104.23 4519791.84 2.84 6065.90
1472 426106.25 4519793.83 2.84 6068.74
1473 426108.27 4519795.82 2.84 6071.57
1474 426110.29 4519797.81 2.84 6074.41
1475 426112.31 4519799.81 2.84 6077.25
1476 426114.33 4519801.80 2.84 6080.09
1477 426115.93 4519803.83 2.59 6082.67
1478 426114.29 4519806.14 2.84 6085.51
1479 426112.65 4519808.46 2.84 6088.35
1480 426111.00 4519810.77 2.84 6091.19
1481 426109.36 4519813.09 2.84 6094.02
1482 426107.72 4519815.40 2.84 6096.86
1483 426106.08 4519817.72 2.84 6099.70
1484 426104.44 4519820.03 2.84 6102.54
1485 426102.79 4519822.35 2.84 6105.37
1486 426101.15 4519824.66 2.84 6108.21
1487 426099.51 4519826.97 2.84 6111.05
1488 426097.87 4519829.29 2.84 6113.89
1489 426096.23 4519831.60 2.84 6116.73
1490 426094.53 4519833.88 2.84 6119.56
1491 426092.82 4519836.14 2.84 6122.40
1492 426091.11 4519838.40 2.84 6125.24
1493 426089.39 4519840.67 2.84 6128.08
1494 426087.68 4519842.93 2.84 6130.91
1495 426085.96 4519845.19 2.84 6133.75
1496 426084.25 4519847.45 2.84 6136.59
1497 426082.54 4519849.71 2.84 6139.43
1498 426080.82 4519851.97 2.84 6142.26
1499 426079.11 4519854.23 2.84 6145.10
1500 426077.39 4519856.50 2.84 6147.94
1501 426075.68 4519858.76 2.84 6150.78
1502 426073.96 4519861.02 2.84 6153.62
1503 426072.25 4519863.28 2.84 6156.45
1504 426070.54 4519865.54 2.84 6159.29
1505 426068.82 4519867.80 2.84 6162.13
1506 426067.11 4519870.07 2.84 6164.97
1507 426065.39 4519872.33 2.84 6167.80
1508 426063.68 4519874.59 2.84 6170.64
1509 426061.97 4519876.85 2.84 6173.48
1510 426060.25 4519879.11 2.84 6176.32
1511 426058.54 4519881.37 2.84 6179.16
1512 426056.82 4519883.64 2.84 6181.99
1513 426055.11 4519885.90 2.84 6184.83
1514 426053.40 4519888.16 2.84 6187.67
1515 426051.68 4519890.42 2.84 6190.51
1516 426049.97 4519892.68 2.84 6193.34
1517 426048.25 4519894.94 2.84 6196.18
1518 426044.99 4519895.76 3.36 6199.54
1519 426041.07 4519894.24 4.21 6203.75
1520 426037.15 4519892.72 4.21 6207.95
1521 426033.23 4519891.19 4.21 6212.16
1522 426029.31 4519889.67 4.21 6216.37
1523 426026.02 4519887.54 3.92 6220.28
1524 426024.66 4519883.57 4.21 6224.49
1525 426023.29 4519879.59 4.21 6228.70
1526 426021.02 4519876.40 3.91 6232.61
1527 426017.26 4519874.52 4.21 6236.81
1528 426013.50 4519872.63 4.21 6241.02
1529 426009.74 4519870.75 4.21 6245.23
1530 426005.98 4519868.87 4.21 6249.43
1531 426005.71 4519865.04 3.83 6253.26
1532 426005.44 4519861.22 3.83 6257.10
1533 426005.08 4519857.41 3.83 6260.92
1534 426004.25 4519853.67 3.83 6264.75
1535 426003.43 4519849.93 3.83 6268.58
1536 426002.14 4519846.38 3.77 6272.36
1537 426000.03 4519843.19 3.83 6276.19
1538 425997.92 4519839.99 3.83 6280.02
1539 425995.81 4519836.79 3.83 6283.85
1540 425993.30 4519833.90 3.83 6287.68
1541 425990.75 4519831.04 3.83 6291.51
1542 425988.20 4519828.18 3.83 6295.34
1543 425985.64 4519825.33 3.83 6299.17
1544 425983.00 4519822.56 3.83 6303.00
1545 425980.18 4519819.96 3.83 6306.83
1546 425977.37 4519817.36 3.83 6310.66
1547 425974.55 4519814.77 3.83 6314.50
1548 425971.72 4519812.18 3.83 6318.33
1549 425968.89 4519809.60 3.83 6322.16
1550 425965.78 4519807.76 3.61 6325.77
1551 425961.95 4519807.84 3.83 6329.61
1552 425958.12 4519807.91 3.83 6333.44
1553 425954.29 4519807.99 3.83 6337.27
1554 425950.46 4519808.07 3.83 6341.10
1555 425946.63 4519808.15 3.83 6344.93
1556 425943.75 4519809.52 3.19 6348.12
1557 425942.55 4519813.16 3.83 6351.95
1558 425941.34 4519816.80 3.83 6355.78
1559 425940.14 4519820.43 3.83 6359.61
1560 425938.94 4519824.07 3.83 6363.44
1561 425937.73 4519827.71 3.83 6367.28
1562 425936.53 4519831.35 3.83 6371.11
1563 425935.33 4519834.99 3.83 6374.94
1564 425933.86 4519838.51 3.82 6378.76
1565 425931.21 4519843.74 5.86 6384.62
1566 425928.56 4519848.96 5.86 6390.47
1567 425925.91 4519854.18 5.86 6396.33
1568 425923.26 4519859.41 5.86 6402.19
1569 425920.69 4519864.67 5.86 6408.05
1570 425918.16 4519869.95 5.86 6413.90
1571 425915.63 4519875.23 5.86 6419.76
1572 425913.09 4519880.52 5.86 6425.62
1573 425910.56 4519885.80 5.86 6431.47
1574 425908.03 4519891.08 5.86 6437.33
1575 425905.49 4519896.36 5.86 6443.19
1576 425902.85 4519901.58 5.85 6449.04
1577 425899.80 4519906.58 5.86 6454.90
1578 425896.76 4519911.59 5.86 6460.76
1579 425893.71 4519916.59 5.86 6466.61
1580 425890.67 4519921.60 5.86 6472.47
1581 425887.63 4519926.60 5.86 6478.33
1582 425884.07 4519931.21 5.82 6484.15
1583 425880.04 4519935.46 5.86 6490.01
1584 425876.00 4519939.71 5.86 6495.87
1585 425871.97 4519943.95 5.86 6501.72
1586 425867.94 4519948.20 5.86 6507.58
1600 425863.90 4519952.45 5.86 6513.44
1601 425860.89 4519955.61 4.37 6517.81
1602 425857.87 4519958.77 4.37 6522.18
1603 425854.77 4519961.85 4.37 6526.55
1604 425851.66 4519964.92 4.37 6530.92
1605 425848.56 4519968.00 4.37 6535.29
1606 425845.46 4519971.08 4.37 6539.66
1607 425842.36 4519974.15 4.37 6544.02
1608 425839.28 4519976.78 4.05 6548.07
1609 425836.50 4519973.41 4.37 6552.44
1610 425833.71 4519970.04 4.37 6556.81
1611 425830.93 4519966.67 4.37 6561.18
1612 425828.15 4519963.30 4.37 6565.55
1613 425825.37 4519959.93 4.37 6569.92
1614 425822.59 4519956.56 4.37 6574.29
1615 425819.81 4519953.19 4.37 6578.66
1616 425817.03 4519949.82 4.37 6583.03
1617 425814.24 4519946.45 4.37 6587.40
1618 425811.46 4519943.08 4.37 6591.77
1619 425808.68 4519939.71 4.37 6596.14
1620 425805.90 4519936.34 4.37 6600.50
1621 425803.12 4519932.97 4.37 6604.87
1622 425799.46 4519933.00 3.65 6608.53
1623 425795.40 4519934.61 4.37 6612.90
1624 425791.34 4519936.21 4.37 6617.27
1625 425787.28 4519937.82 4.37 6621.64
1626 425783.21 4519939.43 4.37 6626.01
1627 425779.09 4519940.88 4.37 6630.37
1628 425774.95 4519942.27 4.37 6634.74
1629 425770.30 4519943.85 4.91 6639.66
1630 425765.64 4519945.42 4.91 6644.57
1631 425760.98 4519946.99 4.91 6649.49
1632 425756.35 4519948.62 4.91 6654.39
1633 425752.15 4519951.16 4.91 6659.31
1634 425747.94 4519953.70 4.91 6664.22
1635 425743.74 4519956.25 4.91 6669.14
1636 425739.53 4519958.79 4.91 6674.05
1637 425735.45 4519961.50 4.90 6678.95
1638 425731.65 4519964.62 4.91 6683.87
1639 425727.85 4519967.73 4.91 6688.78
1640 425724.05 4519970.85 4.91 6693.70
1641 425720.24 4519973.96 4.91 6698.61
1642 425716.44 4519977.07 4.91 6703.53
1643 425712.86 4519980.43 4.91 6708.43
1644 425709.42 4519983.93 4.91 6713.35
1645 425705.98 4519987.44 4.91 6718.26
1646 425702.57 4519990.98 4.91 6723.17
1647 425699.60 4519994.89 4.91 6728.09
1648 425696.72 4519998.87 4.91 6733.00
1649 425693.83 4520002.85 4.91 6737.91
1650 425690.95 4520006.83 4.91 6742.83
1651 425688.11 4520010.84 4.91 6747.74
1652 425685.97 4520015.26 4.91 6752.65
1653 425683.82 4520019.68 4.91 6757.57
1654 425681.68 4520024.10 4.91 6762.48
1655 425679.53 4520028.52 4.91 6767.39
1656 425677.37 4520032.93 4.91 6772.31
1657 425675.17 4520037.33 4.91 6777.22
1658 425672.98 4520041.73 4.91 6782.14
1659 425670.78 4520046.13 4.91 6787.05
1660 425668.59 4520050.52 4.91 6791.96
1661 425666.39 4520054.92 4.91 6796.88
1662 425664.20 4520059.32 4.91 6801.79
1663 425662.00 4520063.71 4.91 6806.71
1664 425659.81 4520068.11 4.91 6811.62
1665 425657.61 4520072.51 4.91 6816.54
1666 425655.42 4520076.90 4.91 6821.45
1667 425652.10 4520080.52 4.91 6826.36
1668 425648.74 4520084.10 4.91 6831.27
1669 425645.37 4520087.68 4.91 6836.18
1670 425642.01 4520091.27 4.91 6841.10
1671 425638.65 4520094.85 4.91 6846.01
1672 425635.29 4520098.43 4.91 6850.93
1673 425631.92 4520102.02 4.91 6855.84
1674 425628.46 4520105.48 4.90 6860.74
1675 425624.44 4520108.32 4.91 6865.66
1676 425620.43 4520111.15 4.91 6870.57
1677 425616.42 4520113.99 4.91 6875.48
1678 425612.40 4520116.82 4.91 6880.40
1679 425608.39 4520119.66 4.91 6885.31
1680 425604.37 4520122.50 4.91 6890.23
1681 425600.36 4520125.33 4.91 6895.14
1682 425596.35 4520128.17 4.91 6900.05
1683 425592.33 4520131.00 4.91 6904.97
1684 425588.32 4520133.84 4.91 6909.88
1685 425584.31 4520136.67 4.91 6914.80
1686 425580.29 4520139.50 4.91 6919.71
1687 425575.99 4520141.89 4.91 6924.63
1688 425571.69 4520144.27 4.91 6929.54
1689 425567.40 4520146.65 4.91 6934.45
1690 425563.10 4520149.03 4.91 6939.37
1691 425558.80 4520151.42 4.91 6944.28
1692 425554.50 4520153.80 4.91 6949.20
1693 425550.20 4520156.18 4.91 6954.11
1694 425545.91 4520158.56 4.91 6959.02
1695 425541.61 4520160.94 4.91 6963.94
1696 425537.29 4520163.28 4.91 6968.85
1697 425532.95 4520165.60 4.91 6973.77
1698 425528.61 4520167.91 4.91 6978.68
1699 425524.28 4520170.22 4.91 6983.59
1700 425519.94 4520172.53 4.91 6988.51
1701 425515.61 4520174.85 4.91 6993.42
1702 425511.38 4520177.10 4.79 6998.21
1703 425507.16 4520179.35 4.79 7002.99
1704 425502.94 4520181.60 4.79 7007.78
1705 425498.72 4520183.86 4.79 7012.56
1706 425494.50 4520186.11 4.79 7017.35
1707 425490.20 4520188.22 4.78 7022.13
1708 425485.87 4520190.25 4.79 7026.92
1709 425481.54 4520192.28 4.79 7031.70
1710 425477.21 4520194.32 4.79 7036.49
1711 425472.87 4520196.35 4.79 7041.28
1712 425468.54 4520198.38 4.79 7046.06
1713 425464.21 4520200.41 4.79 7050.85
1714 425459.88 4520202.45 4.79 7055.63
1715 425455.54 4520204.48 4.79 7060.42
1716 425451.21 4520206.51 4.79 7065.20
1717 425446.88 4520208.55 4.79 7069.99
1718 425442.55 4520210.58 4.79 7074.77
1719 425438.35 4520212.82 4.76 7079.53
1720 425434.68 4520215.90 4.79 7084.32
1721 425431.02 4520218.97 4.79 7089.10
1722 425427.36 4520222.05 4.79 7093.89
1723 425423.69 4520225.13 4.79 7098.67
1724 425420.03 4520228.21 4.79 7103.46
1725 425416.36 4520231.28 4.79 7108.25
1726 425412.70 4520234.36 4.79 7113.03
1727 425409.03 4520237.44 4.79 7117.82
1728 425405.28 4520240.41 4.78 7122.60
1729 425401.47 4520243.30 4.79 7127.39
1730 425397.65 4520246.19 4.79 7132.17
1731 425393.84 4520249.08 4.79 7136.96
1732 425390.02 4520251.97 4.79 7141.74
1733 425386.21 4520254.86 4.79 7146.53
1734 425382.40 4520257.75 4.79 7151.31
1735 425378.58 4520260.64 4.79 7156.10
1736 425374.77 4520263.53 4.79 7160.88
1737 425370.95 4520266.42 4.79 7165.67
1738 425367.14 4520269.31 4.79 7170.45
1739 425363.33 4520272.20 4.79 7175.24
1740 425359.51 4520275.09 4.79 7180.03
1741 425355.70 4520277.98 4.79 7184.81
1742 425351.88 4520280.87 4.79 7189.60
1743 425348.07 4520283.76 4.79 7194.38
1744 425344.26 4520286.65 4.79 7199.17
1745 425340.44 4520289.54 4.79 7203.95
1746 425336.63 4520292.43 4.79 7208.74
1747 425332.81 4520295.32 4.79 7213.52
1761 425329.00 4520298.21 4.79 7218.31
1762 425325.19 4520301.10 4.79 7223.09
1763 425321.37 4520303.99 4.79 7227.88
1764 425317.56 4520306.88 4.79 7232.66
1765 425313.74 4520309.77 4.79 7237.45
1766 425309.93 4520312.66 4.79 7242.24
1767 425306.12 4520315.55 4.79 7247.02
1768 425302.30 4520318.44 4.79 7251.81
1769 425298.49 4520321.33 4.79 7256.59
1770 425294.67 4520324.22 4.79 7261.38
1771 425290.86 4520327.11 4.79 7266.16
1772 425287.04 4520330.00 4.79 7270.95
1773 425283.23 4520332.89 4.79 7275.73
1774 425279.42 4520335.78 4.79 7280.52
1775 425275.60 4520338.67 4.79 7285.30
1776 425271.79 4520341.56 4.79 7290.09
1777 425267.97 4520344.45 4.79 7294.87
1778 425264.10 4520347.26 4.78 7299.66
1779 425260.16 4520349.97 4.79 7304.44
1780 425256.21 4520352.67 4.79 7309.23
1781 425252.26 4520355.38 4.79 7314.01
1782 425248.31 4520358.08 4.79 7318.80
1783 425244.37 4520360.79 4.79 7323.59
1784 425240.42 4520363.50 4.79 7328.37
1785 425236.47 4520366.20 4.79 7333.16
1786 425232.52 4520368.91 4.79 7337.94
1787 425228.58 4520371.61 4.79 7342.73
1788 425224.63 4520374.32 4.79 7347.51
1789 425220.68 4520377.02 4.79 7352.30
1790 425216.74 4520379.73 4.79 7357.08
1791 425212.79 4520382.43 4.79 7361.87
1792 425208.88 4520385.19 4.78 7366.65
1793 425205.04 4520388.05 4.79 7371.44
1794 425201.20 4520390.90 4.79 7376.22
1795 425197.36 4520393.76 4.79 7381.01
1796 425193.52 4520396.61 4.79 7385.80
1797 425189.68 4520399.47 4.79 7390.58
1798 425185.84 4520402.32 4.79 7395.37
1799 425182.00 4520405.18 4.79 7400.15
1800 425178.16 4520408.03 4.79 7404.94
1801 425174.32 4520410.89 4.79 7409.72
1802 425170.48 4520413.74 4.79 7414.51
1803 425166.64 4520416.60 4.79 7419.29
1804 425162.80 4520419.45 4.79 7424.08
1805 425158.95 4520422.31 4.79 7428.86
1806 425155.11 4520425.16 4.79 7433.65
1807 425151.24 4520427.97 4.79 7438.43
1808 425147.34 4520430.74 4.79 7443.22
1809 425143.44 4520433.52 4.79 7448.01
1810 425139.54 4520436.29 4.79 7452.79
1811 425135.63 4520439.06 4.79 7457.58
1812 425131.73 4520441.83 4.79 7462.36
1813 425127.83 4520444.60 4.79 7467.15
1814 425123.93 4520447.37 4.79 7471.93
1815 425120.03 4520450.14 4.79 7476.72
1816 425116.12 4520452.91 4.79 7481.50
1817 425112.22 4520455.68 4.79 7486.29
1818 425108.32 4520458.45 4.79 7491.07
1819 425104.42 4520461.22 4.79 7495.86
1820 425100.52 4520463.99 4.79 7500.64
1821 425096.64 4520466.80 4.78 7505.43
1822 425092.83 4520469.69 4.79 7510.21
1823 425089.02 4520472.59 4.79 7515.00
1824 425085.21 4520475.48 4.79 7519.79
1830 425081.40 4520478.37 4.79 7524.57
1831 425077.58 4520481.26 4.79 7529.36
1832 425073.77 4520484.16 4.79 7534.14
1833 425069.96 4520487.05 4.79 7538.93
1834 425066.15 4520489.94 4.79 7543.71
1835 425062.34 4520492.84 4.79 7548.50
1836 425058.52 4520495.73 4.79 7553.28
1837 425054.71 4520498.62 4.79 7558.07
1838 425050.90 4520501.51 4.79 7562.85
1839 425047.09 4520504.41 4.79 7567.64
1840 425043.28 4520507.30 4.79 7572.42
1841 425039.46 4520510.19 4.79 7577.21
1842 425035.67 4520513.11 4.79 7582.00
1843 425031.88 4520516.03 4.79 7586.78
1844 425028.09 4520518.95 4.79 7591.57
1845 425024.30 4520521.87 4.79 7596.35
1846 425020.50 4520524.79 4.79 7601.14
1847 425016.71 4520527.71 4.79 7605.92
1848 425012.92 4520530.63 4.79 7610.71
1849 425009.13 4520533.54 4.79 7615.49
1850 425005.34 4520536.46 4.79 7620.28
1851 425001.41 4520539.20 4.79 7625.06
1852 424997.48 4520541.93 4.79 7629.85
1853 424993.55 4520544.66 4.79 7634.63
1854 424989.61 4520547.38 4.79 7639.42
1855 424985.68 4520550.11 4.79 7644.21
1856 424981.75 4520552.84 4.79 7648.99
1857 424977.71 4520555.36 4.76 7653.75
1858 424973.24 4520557.08 4.79 7658.54
1859 424968.78 4520558.81 4.79 7663.33
1860 424964.32 4520560.53 4.79 7668.11
1861 424959.85 4520562.26 4.79 7672.90
1862 424955.39 4520563.99 4.79 7677.68
1863 424950.93 4520565.71 4.79 7682.47
1864 424946.60 4520567.74 4.78 7687.25
1865 424942.36 4520569.95 4.79 7692.03
1866 424938.11 4520572.16 4.79 7696.82
1867 424933.87 4520574.37 4.79 7701.60
1868 424929.62 4520576.58 4.79 7706.39
1869 424925.71 4520579.27 4.75 7711.14
1870 424922.11 4520582.42 4.79 7715.92
1871 424918.51 4520585.58 4.79 7720.71
1872 424914.92 4520588.74 4.79 7725.49
1873 424911.32 4520591.90 4.79 7730.28
1874 424907.73 4520595.05 4.79 7735.06
1875 424905.02 4520598.93 4.73 7739.79
1876 424902.70 4520603.11 4.79 7744.58
1877 424900.39 4520607.30 4.79 7749.36
1878 424898.07 4520611.49 4.79 7754.15
1879 424896.27 4520615.91 4.77 7758.92
1880 424894.63 4520620.41 4.79 7763.71
1881 424892.99 4520624.90 4.79 7768.49
1882 424892.16 4520629.56 4.73 7773.22
1883 424891.98 4520634.34 4.79 7778.01
1884 424891.80 4520639.12 4.79 7782.79
1885 424891.62 4520643.90 4.79 7787.58
1886 424889.70 4520648.27 4.77 7792.34
1887 424887.69 4520652.61 4.79 7797.13
1888 424885.68 4520656.96 4.79 7801.91
1889 424883.67 4520661.30 4.79 7806.70
1890 424881.38 4520665.45 4.74 7811.44
1891 424877.99 4520668.82 4.79 7816.22
1892 424874.61 4520672.20 4.79 7821.01
1893 424871.22 4520675.58 4.79 7825.79
1894 424867.47 4520678.49 4.75 7830.54
1895 424863.36 4520680.95 4.79 7835.33
1896 424859.25 4520683.40 4.79 7840.11
1897 424855.14 4520685.85 4.79 7844.90
1898 424850.66 4520687.45 4.75 7849.65
1899 424846.06 4520688.75 4.79 7854.44
1900 424841.45 4520690.05 4.79 7859.22
1901 424836.85 4520691.35 4.79 7864.01
1902 424832.24 4520692.65 4.79 7868.79
1903 424827.61 4520693.88 4.79 7873.58
1904 424822.99 4520695.09 4.79 7878.36
1905 424818.36 4520696.31 4.79 7883.15
1906 424813.75 4520697.53 4.76 7887.91
1907 424809.15 4520698.74 4.76 7892.67
1908 424804.54 4520699.95 4.76 7897.44
1909 424799.94 4520701.16 4.76 7902.20
1910 424795.33 4520702.38 4.76 7906.96
1911 424790.73 4520703.59 4.76 7911.73
1912 424786.09 4520704.66 4.76 7916.49
1913 424781.43 4520705.65 4.76 7921.25
1914 424776.77 4520706.64 4.76 7926.01
1915 424772.11 4520707.63 4.76 7930.77
1916 424767.45 4520708.62 4.76 7935.54
1917 424762.79 4520709.61 4.76 7940.30
1918 424758.13 4520710.60 4.76 7945.06
1919 424753.48 4520711.59 4.76 7949.82
1920 424748.82 4520712.58 4.76 7954.59
1921 424744.16 4520713.57 4.76 7959.35
1922 424739.50 4520714.56 4.76 7964.11
1923 424734.83 4520715.50 4.76 7968.87
1924 424730.16 4520716.42 4.76 7973.64
1925 424725.49 4520717.35 4.76 7978.40
1926 424720.81 4520718.27 4.76 7983.16
1927 424716.14 4520719.19 4.76 7987.93
1928 424711.47 4520720.11 4.76 7992.69
1929 424706.80 4520721.04 4.76 7997.45
1930 424702.13 4520721.96 4.76 8002.21
1931 424697.45 4520722.88 4.76 8006.98
1932 424692.75 4520723.60 4.76 8011.74
1933 424688.03 4520724.25 4.76 8016.50
1934 424683.31 4520724.91 4.76 8021.26
1935 424678.59 4520725.56 4.76 8026.02
1936 424673.88 4520726.21 4.76 8030.79
1937 424669.16 4520726.87 4.76 8035.55
1938 424664.44 4520727.52 4.76 8040.31
1939 424659.72 4520728.17 4.76 8045.07
1940 424655.01 4520728.82 4.76 8049.84
1941 424650.29 4520729.48 4.76 8054.60
1942 424645.57 4520730.13 4.76 8059.36
1943 424640.85 4520730.78 4.76 8064.12
1944 424636.13 4520731.40 4.76 8068.89
1945 424631.41 4520732.00 4.76 8073.65
1946 424626.68 4520732.59 4.76 8078.41
1947 424621.96 4520733.19 4.76 8083.18
1948 424617.23 4520733.78 4.76 8087.94
1949 424612.50 4520734.38 4.76 8092.70
1950 424607.78 4520734.97 4.76 8097.46
1951 424603.05 4520735.57 4.76 8102.23
1952 424598.33 4520736.16 4.76 8106.99
1953 424593.60 4520736.76 4.76 8111.75
1954 424588.88 4520737.33 4.76 8116.51
1955 424584.11 4520737.33 4.76 8121.27
1956 424579.35 4520737.32 4.76 8126.04
1957 424574.59 4520737.31 4.76 8130.80
1958 424569.83 4520737.30 4.76 8135.56
1959 424565.06 4520737.29 4.76 8140.33
1960 424560.30 4520737.28 4.76 8145.09
1961 424555.54 4520737.27 4.76 8149.85
1962 424550.78 4520737.26 4.76 8154.61
1963 424546.01 4520737.25 4.76 8159.38
1964 424541.25 4520737.24 4.76 8164.14
1965 424536.49 4520737.13 4.76 8168.90
1966 424531.73 4520737.01 4.76 8173.66
1967 424526.97 4520736.90 4.76 8178.43
1968 424522.21 4520736.78 4.76 8183.19
1969 424517.45 4520736.66 4.76 8187.95
1970 424512.68 4520736.55 4.76 8192.71
1971 424507.92 4520736.43 4.76 8197.48
1972 424503.16 4520736.33 4.76 8202.24
1973 424498.40 4520736.26 4.76 8207.00
1974 424493.64 4520736.20 4.76 8211.76
1975 424488.88 4520736.14 4.76 8216.53
1976 424484.11 4520736.08 4.76 8221.29
1977 424479.35 4520736.02 4.76 8226.05
1978 424474.59 4520735.95 4.76 8230.81
1979 424469.83 4520735.91 4.76 8235.58
1980 424465.06 4520735.88 4.76 8240.34
1981 424460.30 4520735.85 4.76 8245.10
1982 424455.54 4520735.83 4.76 8249.86
1983 424450.78 4520735.80 4.76 8254.63
1984 424446.01 4520735.77 4.76 8259.39
1985 424441.26 4520735.57 4.76 8264.15
1986 424436.50 4520735.29 4.76 8268.91
1987 424431.75 4520735.02 4.76 8273.68
1988 424426.99 4520734.75 4.76 8278.44
1996 424422.24 4520734.48 4.76 8283.20
1997 424417.48 4520734.20 4.76 8287.96
1998 424412.73 4520733.93 4.76 8292.73
1999 424407.97 4520733.66 4.76 8297.49
2000 424403.45 4520732.20 4.76 8302.25
2001 424398.93 4520730.70 4.76 8307.01
2002 424394.41 4520729.19 4.76 8311.77
2003 424389.89 4520727.69 4.76 8316.53
2004 424385.37 4520726.19 4.76 8321.30
2005 424380.95 4520724.46 4.75 8326.04
2006 424376.81 4520722.11 4.76 8330.80
2007 424372.67 4520719.75 4.76 8335.57
2008 424368.53 4520717.40 4.76 8340.33
2009 424364.39 4520715.05 4.76 8345.09
2010 424360.25 4520712.69 4.76 8349.85
2011 424356.26 4520710.09 4.76 8354.61
2012 424352.36 4520707.37 4.76 8359.37
2013 424348.45 4520704.64 4.76 8364.14
2014 424344.54 4520701.92 4.76 8368.90
2015 424340.64 4520699.19 4.76 8373.66
2016 424336.94 4520696.21 4.75 8378.42
2017 424333.38 4520693.04 4.76 8383.18
2018 424329.82 4520689.87 4.76 8387.94
2019 424326.27 4520686.71 4.76 8392.70
2020 424322.71 4520683.54 4.76 8397.47
2021 424319.16 4520680.37 4.76 8402.23
2022 424315.60 4520677.20 4.76 8406.99
2023 424312.04 4520674.03 4.76 8411.75
2024 424308.49 4520670.86 4.76 8416.52
2025 424304.93 4520667.70 4.76 8421.28
2026 424301.38 4520664.53 4.76 8426.04
2027 424297.82 4520661.36 4.76 8430.80
2028 424294.24 4520658.22 4.76 8435.57
2029 424290.66 4520655.08 4.76 8440.33
2030 424287.07 4520651.95 4.76 8445.09
2031 424283.49 4520648.81 4.76 8449.85
2032 424279.90 4520645.68 4.76 8454.62
2033 424276.32 4520642.54 4.76 8459.38
2034 424272.73 4520639.40 4.76 8464.14
2035 424269.15 4520636.27 4.76 8468.91
2036 424265.57 4520633.13 4.76 8473.67
2037 424261.98 4520629.99 4.76 8478.43
2038 424258.40 4520626.86 4.76 8483.19
2039 424254.81 4520623.72 4.76 8487.96
2040 424251.23 4520620.58 4.76 8492.72
2041 424247.58 4520617.52 4.76 8497.48
2042 424243.91 4520614.49 4.76 8502.24
2043 424240.24 4520611.46 4.76 8507.01
2044 424236.57 4520608.43 4.76 8511.77
2045 424232.89 4520605.39 4.76 8516.53
2046 424229.22 4520602.36 4.76 8521.29
2047 424225.55 4520599.33 4.76 8526.06
2048 424221.88 4520596.30 4.76 8530.82
2049 424218.20 4520593.26 4.76 8535.58
2050 424214.73 4520590.35 4.53 8540.11
2051 424211.27 4520587.42 4.53 8544.64
2052 424207.82 4520584.49 4.53 8549.18
2053 424204.36 4520581.56 4.53 8553.71
2054 424200.89 4520578.65 4.53 8558.24
2055 424196.78 4520576.75 4.53 8562.77
2056 424192.67 4520574.85 4.53 8567.30
